scipy.misc.comb,46374185,no
scipy.misc.derivative,65486706,yes
cholesky,21604498,yes
scipy.spatial.KDTree,37722991,yes
scipy.stats.mstats.linregress,31126698,no
scipy.stats.mstats.spearmanr,44947030,no
scipy.fftpack.fft,13379536,yes
scipy.sparse.linalg.lsqr,60551417,yes
scipy.sparse.linalg.svds,64858402,no
expm,16081797,no
block_diag,73479627,yes
scipy.odr.odr,53048524,yes
scipy.misc.imsave,21342758,yes
scipy.misc.imread,49686013,yes
scipy.misc.imresize,13080327,yes
scipy.misc.comb,21535852,yes
scipy.misc.derivative,68658658,no
cholesky,15670094,no
scipy.spatial.KDTree,46693557,yes
scipy.stats.mstats.linregress,31455470,no
scipy.fftpack.fft,58476577,no
scipy.sparse.linalg.lsqr,33410723,yes
scipy.sparse.linalg.svds,51307345,yes
expm,35486239,yes
block_diag,62384509,yes
scipy.odr.odr,23421063,yes
scipy.misc.imsave,8218608,no
scipy.misc.imread,18714751,yes
scipy.misc.imresize,56204985,yes
scipy.misc.comb,27517186,yes
scipy.misc.derivative,66346408,yes
cholesky,61508981,no
scipy.spatial.KDTree,54401798,yes
scipy.stats.mstats.linregress,49577387,no
scipy.fftpack.fft,48572647,no
expm,45167237,yes
block_diag,30895154,yes
scipy.odr.odr,16126884,no
scipy.misc.imsave,49196195,yes
scipy.misc.imread,51467937,no
scipy.misc.imresize,56260998,yes
scipy.misc.comb,32192335,yes
scipy.misc.derivative,50453388,no
cholesky,59056248,no
scipy.spatial.KDTree,43136142,yes
scipy.stats.mstats.linregress,47833610,no
scipy.fftpack.fft,77676879,yes
expm,77946266,yes
block_diag,58935825,yes
scipy.odr.odr,73585132,no
scipy.misc.imsave,47861325,no
scipy.misc.imread,43624618,yes
scipy.misc.imresize,61077156,yes
scipy.misc.comb,29081378,no
scipy.misc.derivative,32790642,yes
cholesky,48273209,yes
scipy.spatial.KDTree,16650430,yes
scipy.stats.mstats.linregress,38878063,no
scipy.fftpack.fft,55698193,no
expm,75338898,yes
block_diag,28095803,yes
scipy.odr.odr,62722907,yes
scipy.misc.imsave,46649799,yes
scipy.misc.imread,15345790,yes
scipy.misc.imresize,61120499,yes
scipy.misc.derivative,31300686,yes
scipy.spatial.KDTree,71157047,yes
scipy.stats.mstats.linregress,34180432,no
scipy.fftpack.fft,37199564,yes
expm,70666548,no
block_diag,77654094,yes
scipy.odr.odr,60889680,yes
scipy.misc.imsave,46090757,yes
scipy.misc.imread,61483222,yes
scipy.misc.imresize,40189128,no
scipy.misc.derivative,75259658,yes
scipy.spatial.KDTree,70377817,no
scipy.stats.mstats.linregress,73339791,no
scipy.fftpack.fft,69810790,no
expm,60797516,yes
block_diag,76724425,yes
scipy.odr.odr,44638882,yes
scipy.misc.imsave,28225600,no
scipy.misc.imread,67426574,yes
scipy.misc.imresize,70223069,yes
scipy.misc.derivative,62147654,yes
scipy.spatial.KDTree,42875976,no
scipy.stats.mstats.linregress,66355809,no
scipy.fftpack.fft,54691481,yes
expm,56483299,yes
block_diag,65712907,yes
scipy.odr.odr,26036452,yes
scipy.misc.imsave,44736769,yes
scipy.misc.imread,32764851,no
scipy.misc.imresize,67614204,yes
scipy.misc.derivative,62137230,yes
scipy.spatial.KDTree,35437771,yes
scipy.stats.mstats.linregress,57620584,no
scipy.fftpack.fft,46992999,yes
expm,54793916,yes
block_diag,65301327,yes
scipy.odr.odr,77873145,yes
scipy.misc.imsave,60865652,yes
scipy.misc.imread,53907137,yes
scipy.misc.imresize,61989867,yes
scipy.spatial.KDTree,27573332,no
scipy.stats.mstats.linregress,53388540,no
scipy.fftpack.fft,44685156,no
expm,43825485,no
block_diag,30871674,yes
scipy.odr.odr,68370533,yes
scipy.misc.imsave,59988622,yes
scipy.misc.imread,47861325,no
scipy.misc.imresize,63503521,yes
scipy.spatial.KDTree,72047458,yes
scipy.stats.mstats.linregress,46261436,no
scipy.fftpack.fft,38894368,no
expm,78305172,yes
scipy.odr.odr,39492513,yes
scipy.misc.imread,46939103,yes
scipy.misc.imresize,58448673,no
scipy.spatial.KDTree,46934563,yes
scipy.stats.mstats.linregress,32447222,no
scipy.fftpack.fft,65293781,yes
expm,60031702,yes
scipy.misc.imread,42743148,yes
scipy.misc.imresize,43453078,yes
scipy.spatial.KDTree,21884065,yes
scipy.fftpack.fft,55968001,yes
expm,74334642,yes
scipy.misc.imread,36026740,yes
scipy.misc.imresize,24439581,no
scipy.spatial.KDTree,71448096,yes
scipy.fftpack.fft,22445836,no
expm,65325549,yes
scipy.misc.imread,24675619,no
expm,66034964,no
scipy.misc.imread,17094207,yes
expm,60372163,yes
scipy.misc.imread,62801953,yes
expm,59376329,yes
scipy.misc.imread,65697518,no
expm,57938112,no
scipy.misc.imread,61326515,yes
expm,53157256,yes
scipy.misc.imread,63005667,no
scipy.misc.imread,61424557,no
scipy.misc.imread,58448673,yes
scipy.misc.imread,51118114,no
scipy.misc.imread,44864637,yes
scipy.misc.imread,48371470,yes
scipy.misc.imread,47597203,yes
scipy.misc.imread,40690442,yes
scipy.misc.imread,45544051,yes
scipy.misc.imread,32763746,yes
