Example,Page,Class,Function,Source File
"// build pipeline
StanfordCoreNLP pipeline = new StanfordCoreNLP(
	PropertiesUtils.asProperties(
		""annotators"", ""tokenize,ssplit,pos,lemma,parse,natlog"",
		""ssplit.isOneSentence"", ""true"",
		""parse.model"", ""edu/stanford/nlp/models/srparser/englishSR.ser.gz"",
		""tokenize.language"", ""en""));

// read some text in the text variable
String text = ... // Add your text here!
Annotation document = new Annotation(text);

// run all Annotators on this text
pipeline.annotate(document);
",https://stanfordnlp.github.io/CoreNLP/api.html,StanfordCoreNLP,StanfordCoreNLP,CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java
"// build pipeline
StanfordCoreNLP pipeline = new StanfordCoreNLP(
	PropertiesUtils.asProperties(
		""annotators"", ""tokenize,ssplit,pos,lemma,parse,natlog"",
		""ssplit.isOneSentence"", ""true"",
		""parse.model"", ""edu/stanford/nlp/models/srparser/englishSR.ser.gz"",
		""tokenize.language"", ""en""));

// read some text in the text variable
String text = ... // Add your text here!
Annotation document = new Annotation(text);

// run all Annotators on this text
pipeline.annotate(document);
",https://stanfordnlp.github.io/CoreNLP/api.html,StanfordCoreNLP,annotate,CoreNLP/src/edu/stanford/nlp/pipeline/Annotation.java
"// these are all the sentences in this document
// a CoreMap is essentially a Map that uses class objects as keys and has values with custom types
List<CoreMap> sentences = document.get(SentencesAnnotation.class);

for(CoreMap sentence: sentences) {
  // traversing the words in the current sentence
  // a CoreLabel is a CoreMap with additional token-specific methods
  for (CoreLabel token: sentence.get(TokensAnnotation.class)) {
    // this is the text of the token
    String word = token.get(TextAnnotation.class);
    // this is the POS tag of the token
    String pos = token.get(PartOfSpeechAnnotation.class);
    // this is the NER label of the token
    String ne = token.get(NamedEntityTagAnnotation.class);
  }

  // this is the parse tree of the current sentence
  Tree tree = sentence.get(TreeAnnotation.class);

  // this is the Stanford dependency graph of the current sentence
  SemanticGraph dependencies = sentence.get(CollapsedCCProcessedDependenciesAnnotation.class);
}

// This is the coreference link graph
// Each chain stores a set of mentions that link to each other,
// along with a method for getting the most representative mention
// Both sentence and token offsets start at 1!
Map<Integer, CorefChain> graph = 
  document.get(CorefChainAnnotation.class);",https://stanfordnlp.github.io/CoreNLP/api.html,ArrayCoreMap,get,CoreNLP/src/edu/stanford/nlp/util/ArrayCoreMap.java
"// these are all the sentences in this document
// a CoreMap is essentially a Map that uses class objects as keys and has values with custom types
List<CoreMap> sentences = document.get(SentencesAnnotation.class);

for(CoreMap sentence: sentences) {
  // traversing the words in the current sentence
  // a CoreLabel is a CoreMap with additional token-specific methods
  for (CoreLabel token: sentence.get(TokensAnnotation.class)) {
    // this is the text of the token
    String word = token.get(TextAnnotation.class);
    // this is the POS tag of the token
    String pos = token.get(PartOfSpeechAnnotation.class);
    // this is the NER label of the token
    String ne = token.get(NamedEntityTagAnnotation.class);
  }

  // this is the parse tree of the current sentence
  Tree tree = sentence.get(TreeAnnotation.class);

  // this is the Stanford dependency graph of the current sentence
  SemanticGraph dependencies = sentence.get(CollapsedCCProcessedDependenciesAnnotation.class);
}

// This is the coreference link graph
// Each chain stores a set of mentions that link to each other,
// along with a method for getting the most representative mention
// Both sentence and token offsets start at 1!
Map<Integer, CorefChain> graph = 
  document.get(CorefChainAnnotation.class);",https://stanfordnlp.github.io/CoreNLP/api.html,TypesafeMap,get,CoreNLP/src/edu/stanford/nlp/util/TypesafeMap.java
"import edu.stanford.nlp.simple.*;

Sentence sent = new Sentence(""Lucy is in the sky with diamonds."");
List<String> nerTags = sent.nerTags();  // [PERSON, O, O, O, O, O, O, O]
String firstPOSTag = sent.posTag(0);   // NNP
...
",https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,Sentence,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"import edu.stanford.nlp.simple.*;

public class SimpleCoreNLPDemo {
    public static void main(String[] args) { 
        // Create a document. No computation is done yet.
        Document doc = new Document(""add your text here! It can contain multiple sentences."");
        for (Sentence sent : doc.sentences()) {  // Will iterate over two sentences
            // We're only asking for words -- no need to load any models yet
            System.out.println(""The second word of the sentence '"" + sent + ""' is "" + sent.word(1));
            // When we ask for the lemma, it will load and run the part of speech tagger
            System.out.println(""The third lemma of the sentence '"" + sent + ""' is "" + sent.lemma(2));
            // When we ask for the parse, it will load and run the parser
            System.out.println(""The parse of the sentence '"" + sent + ""' is "" + sent.parse());
            // ...
        }
    }
}
",https://stanfordnlp.github.io/CoreNLP/simple.html,Document,Document,CoreNLP/src/edu/stanford/nlp/simple/Document.java
.words(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,words,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.word(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,word,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.sentences(),https://stanfordnlp.github.io/CoreNLP/simple.html,Document,sentences,CoreNLP/src/edu/stanford/nlp/simple/Document.java
.sentence(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Document,sentence,CoreNLP/src/edu/stanford/nlp/simple/Document.java
.posTags(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,posTags,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.posTag(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,posTags,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.lemmas(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,lemmas,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.lemma(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,lemma,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.nerTags(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,nerTags,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.nerTag(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,nerTag,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.parse(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,parse,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.governor(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,governor,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.incomingDependencyLabel(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,incomingDependencyLabel,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.coref(),https://stanfordnlp.github.io/CoreNLP/simple.html,Document,coref,CoreNLP/src/edu/stanford/nlp/simple/Document.java
.natlogPolarities(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,natlogPolarities,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
natlogPolarity(int),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,natlogPolarity,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.openie(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,openie,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
.openieTriples(),https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,openieTriples,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"Sentence sent = new Sentence(""your text should go here"");
sent.algorithms().headOfSpan(new Span(0, 2));  // Should return 1
",https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,Sentence,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"Sentence sent = new Sentence(""your text should go here"");
sent.algorithms().headOfSpan(new Span(0, 2));  // Should return 1
",https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,algorithms,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"Sentence sent = new Sentence(""your text should go here"");
sent.algorithms().headOfSpan(new Span(0, 2));  // Should return 1
",https://stanfordnlp.github.io/CoreNLP/simple.html,SentenceAlgorithms,headOfSpan,CoreNLP/src/edu/stanford/nlp/simple/SentenceAlgorithms.java
headOfSpan(Span),https://stanfordnlp.github.io/CoreNLP/simple.html,SentenceAlgorithms,headOfSpan,CoreNLP/src/edu/stanford/nlp/simple/SentenceAlgorithms.java
"dependencyPathBetween(int, int)",https://stanfordnlp.github.io/CoreNLP/simple.html,SentenceAlgorithms,dependencyPathBetween,CoreNLP/src/edu/stanford/nlp/simple/SentenceAlgorithms.java
"import edu.stanford.nlp.simple.*;

Sentence sent = new Sentence(""Lucy is in the sky with diamonds."");
List<String> nerTags = sent.nerTags();  // [PERSON, O, O, O, O, O, O, O]
String firstPOSTag = sent.posTag(0);   // NNP
...
",https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,Sentence,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"import edu.stanford.nlp.simple.*;

Sentence sent = new Sentence(""Lucy is in the sky with diamonds."");
List<String> nerTags = sent.nerTags();  // [PERSON, O, O, O, O, O, O, O]
String firstPOSTag = sent.posTag(0);   // NNP
...
",https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,nerTags,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"import edu.stanford.nlp.simple.*;

Sentence sent = new Sentence(""Lucy is in the sky with diamonds."");
List<String> nerTags = sent.nerTags();  // [PERSON, O, O, O, O, O, O, O]
String firstPOSTag = sent.posTag(0);   // NNP
...
",https://stanfordnlp.github.io/CoreNLP/simple.html,Sentence,posTag,CoreNLP/src/edu/stanford/nlp/simple/Sentence.java
"# Run the server using all jars in the current directory (e.g., the CoreNLP home directory)
java -mx4g -cp ""*"" edu.stanford.nlp.pipeline.StanfordCoreNLPServer -port 9000 -timeout 15000
",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html,N/A,N/A,N/A
"import requests
print(requests.post('http://[::]:9000/?properties={""annotators"":""tokenize,ssplit,pos"",""outputFormat"":""json""}', data = {'data':'The quick brown fox jumped over the lazy dog.'}).text)",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html,N/A,N/A,N/A
"// creates a StanfordCoreNLP object with POS tagging, lemmatization, NER, parsing, and coreference resolution
Properties props = new Properties();
props.setProperty(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
StanfordCoreNLPClient pipeline = new StanfordCoreNLPClient(props, ""http://localhost"", 9000, 2);
// read some text in the text variable
String text = ... // Add your text here!
// create an empty Annotation just with the given text
Annotation document = new Annotation(text);
// run all Annotators on this text
pipeline.annotate(document);
",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html,StanfordCoreNLPClient,StanfordCoreNLPClient,CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLPClient.java
"// creates a StanfordCoreNLP object with POS tagging, lemmatization, NER, parsing, and coreference resolution
Properties props = new Properties();
props.setProperty(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
StanfordCoreNLPClient pipeline = new StanfordCoreNLPClient(props, ""http://localhost"", 9000, 2);
// read some text in the text variable
String text = ... // Add your text here!
// create an empty Annotation just with the given text
Annotation document = new Annotation(text);
// run all Annotators on this text
pipeline.annotate(document);
",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html,Annotation,Annotation,CoreNLP/src/edu/stanford/nlp/pipeline/Annotation.java
"// creates a StanfordCoreNLP object with POS tagging, lemmatization, NER, parsing, and coreference resolution
Properties props = new Properties();
props.setProperty(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
StanfordCoreNLPClient pipeline = new StanfordCoreNLPClient(props, ""http://localhost"", 9000, 2);
// read some text in the text variable
String text = ... // Add your text here!
// create an empty Annotation just with the given text
Annotation document = new Annotation(text);
// run all Annotators on this text
pipeline.annotate(document);
",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html,StanfordCoreNLPClient,annotate,CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLPClient.java
"System.getProperty(""java.io.tmpdir"");",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html,N/A,N/A,N/A
"String text = ""La Universidad de Stanford se encuentra en Palo Alto."";
StanfordCoreNLP pipeline = new StanfordCoreNLP(""spanish"");
CoreDocument doc = pipeline.processToCoreDocument(text);
",https://stanfordnlp.github.io/CoreNLP/human-languages.html,StanfordCoreNLP,StanfordCoreNLP,CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java
"String text = ""La Universidad de Stanford se encuentra en Palo Alto."";
StanfordCoreNLP pipeline = new StanfordCoreNLP(""spanish"");
CoreDocument doc = pipeline.processToCoreDocument(text);
",https://stanfordnlp.github.io/CoreNLP/human-languages.html,StanfordCoreNLP,processToCoreDocument,CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java
"# annotators
annotators = tokenize, ssplit, mwt, pos, lemma, ner, depparse, kbp

# tokenize
tokenize.language = es

# mwt
mwt.mappingFile = edu/stanford/nlp/models/mwt/spanish/spanish-mwt.tsv

# pos
pos.model = edu/stanford/nlp/models/pos-tagger/spanish-ud.tagger

# ner
ner.model = edu/stanford/nlp/models/ner/spanish.ancora.distsim.s512.crf.ser.gz
ner.applyNumericClassifiers = true
ner.useSUTime = true
ner.language = es

# sutime
sutime.language = spanish

# parse
parse.model = edu/stanford/nlp/models/srparser/spanishSR.beam.ser.gz

# depparse
depparse.model = edu/stanford/nlp/models/parser/nndep/UD_Spanish.gz
depparse.language = spanish

# regexner
ner.fine.regexner.mapping = edu/stanford/nlp/models/kbp/spanish/gazetteers/kbp_regexner_mapping_sp.tag
ner.fine.regexner.validpospattern = ^(NOUN|ADJ|PROPN).*
ner.fine.regexner.ignorecase = true
ner.fine.regexner.noDefaultOverwriteLabels = CITY,COUNTRY,STATE_OR_PROVINCE

# kbp
kbp.semgrex = edu/stanford/nlp/models/kbp/spanish/semgrex
kbp.tokensregex = edu/stanford/nlp/models/kbp/spanish/tokensregex
kbp.model = none
kbp.language = es

# entitylink
entitylink.caseless = true
entitylink.wikidict = edu/stanford/nlp/models/kbp/spanish/wikidict_spanish.tsv",https://stanfordnlp.github.io/CoreNLP/human-languages.html,N/A,N/A,N/A
"package edu.stanford.nlp.examples;

import edu.stanford.nlp.io.*;
import edu.stanford.nlp.pipeline.*;

import java.util.*;


public class PipelineExample {

    public static String text = ""Marie was born in Paris."";

    public static void main(String[] args) {
        // set up pipeline properties
        Properties props = new Properties();
        // set the list of annotators to run
        props.setProperty(""annotators"", ""tokenize,ssplit,pos,lemma,ner,depparse"");
        // build pipeline
        StanfordCoreNLP pipeline = new StanfordCoreNLP(props);
        // create a document object
        CoreDocument document = pipeline.processToCoreDocument(text);
    }

}
",https://stanfordnlp.github.io/CoreNLP/pipeline.html,StanfordCoreNLP,StanfordCoreNLP,CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java
