Example,Truth functions,Test functions,Linked functions,Source
labels(),['labels'],"['N/A', 'N/A']",[]
classify(),['classify'],"['N/A', 'N/A']",[]
classify_many(),['classify_many'],"['N/A', 'N/A']",[]
prob_classify(),['prob_classify'],"['N/A', 'N/A']",[]
prob_classify_many(),['prob_classify_many'],"['N/A', 'N/A']",[]
self.classify(),['classify_many'],"['N/A', 'N/A', 'N/A']",[]
self.prob_classify(),['prob_classify_many'],"['N/A', 'N/A', 'N/A']",[]
train(),['train'],"['N/A', 'N/A', 'N/A', 'N/A']",[]
"is_unseen(fname, fval)",['N/A'],"['N/A', 'N/A']",['N/A']
"self.encode(fs,l)",['encode'],"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",[]
"encoding.encode(fs,l)",['encode'],['N/A'],[]
"sum([val for (id,val) in vector])",['N/A'],['N/A'],['N/A']
train_maxent_classifier(),['N/A'],['N/A'],['N/A']
config_megam(),['config_megam'],['N/A'],[]
"map(feature_func, toks)",['apply_features'],['N/A'],[]
feature_func(),['N/A'],"['N/A', 'N/A']",['N/A']
"|  joint_feat(fs, l) = { 1 if (l == label)
|                      {
|                      { 0 otherwise
",['N/A'],['N/A'],['N/A']
"                          dotprod(weights, encode(fs,label))
prob(fs|label) = ---------------------------------------------------
                 sum(dotprod(weights, encode(fs,l)) for l in labels)
",['N/A'],"['N/A', 'N/A', 'N/A', 'N/A']",['N/A']
"dotprod(a,b) = sum(x*y for (x,y) in zip(a,b))
",['N/A'],"['N/A', 'N/A', 'N/A']",['N/A']
"ffreq_empirical[i]
       =
SUM[fs,l] (classifier.prob_classify(fs).prob(l) *
           feature_vector(fs,l)[i] *
           exp(delta[i] * nf(feature_vector(fs,l))))
",['N/A'],"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",['N/A']
">>> from nltk.classify import megam
>>> megam.config_megam() # pass path to megam if not found in PATH 
[Found megam: ...]
",['config_megam'],['N/A'],[]
">>> def features(sentence):
...     words = sentence.lower().split()
...     return dict(('contains(%s)' % w, True) for w in words)
",['N/A'],"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",['N/A']
">>> positive_featuresets = map(features, sports_sentences)
>>> unlabeled_featuresets = map(features, various_sentences)
>>> classifier = PositiveNaiveBayesClassifier.train(positive_featuresets,
...                                                 unlabeled_featuresets)
",['train'],['N/A'],[]
">>> classifier.classify(features('The cat is on the table'))
False
",['classify'],"['N/A', 'N/A']",[]
">>> classifier.classify(features('My team lost the game'))
True
",['classify'],"['N/A', 'N/A']",[]
">>> from sklearn.svm import LinearSVC
>>> from nltk.classify.scikitlearn import SklearnClassifier
>>> classif = SklearnClassifier(LinearSVC())
",['__init__'],"['__init__', 'N/A']",['__init__']
">>> from sklearn.feature_extraction.text import TfidfTransformer
>>> from sklearn.feature_selection import SelectKBest, chi2
>>> from sklearn.naive_bayes import MultinomialNB
>>> from sklearn.pipeline import Pipeline
>>> pipeline = Pipeline([('tfidf', TfidfTransformer()),
...                      ('chi2', SelectKBest(chi2, k=1000)),
...                      ('nb', MultinomialNB())])
>>> classif = SklearnClassifier(pipeline)
",['__init__'],"['N/A', 'N/A', 'N/A', 'N/A', '__init__']",['__init__']
">>> from nltk.classify import Senna
>>> pipeline = Senna('/usr/share/senna-v3.0', ['pos', 'chk', 'ner'])
>>> sent = 'Dusseldorf is an international business center'.split()
>>> [(token['word'], token['chk'], token['ner'], token['pos']) for token in pipeline.tag(sent)] 
[('Dusseldorf', 'B-NP', 'B-LOC', 'NNP'), ('is', 'B-VP', 'O', 'VBZ'), ('an', 'B-NP', 'O', 'DT'),
('international', 'I-NP', 'O', 'JJ'), ('business', 'I-NP', 'O', 'NN'), ('center', 'I-NP', 'O', 'NN')]
",['__init__'],"['__init__', 'N/A', 'N/A']",['__init__']
"[feature_func(tok) for tok in toks]
",['N/A'],['N/A'],['N/A']
"[(feature_func(tok), label) for (tok, label) in toks]
",['N/A'],['N/A'],['N/A']
">>> # Define a feature detector function.
>>> def document_features(document):
...     return dict([('contains-word(%s)' % w, True) for w in document])
",['N/A'],"['N/A', 'N/A', 'N/A']",['N/A']
">>> # Classify each Gutenberg document.
>>> from nltk.corpus import gutenberg
>>> for fileid in gutenberg.fileids(): 
...     doc = gutenberg.words(fileid) 
...     print(fileid, classifier.classify(document_features(doc))) 
",['classify'],"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",[]
">>> def wsd_features(sentence, index):
...     featureset = {}
...     for i in range(max(0, index-3), index):
...         featureset['left-context(%s)' % sentence[i]] = True
...     for i in range(index, max(index+3, len(sentence))):
...         featureset['right-context(%s)' % sentence[i]] = True
...     return featureset
",['N/A'],"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",['N/A']
nltk.corpus.brown.words(),['N/A'],"['N/A', 'N/A']",['N/A']
">>> from nltk.corpus import brown
>>> print("", "".join(brown.words()))
The, Fulton, County, Grand, Jury, said, ...
",['N/A'],"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",['N/A']
get(),['N/A'],['N/A'],['N/A']
insert(),['N/A'],['N/A'],['N/A']
show_column(),['N/A'],['N/A'],['N/A']
self.see(),['see'],['N/A'],[]
hide_column(),['hide_column'],['N/A'],[]
rowconfig(),['rowconfig'],['N/A'],[]
columnconfig(),['columnconfig'],['N/A'],[]
itemconfig(),['itemconfig'],['N/A'],[]
grid(),['grid'],['N/A'],[]
pack(),['pack'],['N/A'],[]
bind(),['bind'],['N/A'],[]
__getitem__(),['N/A'],['N/A'],['N/A']
__setitem__(),['N/A'],['N/A'],['N/A']
__nonzero__(),['N/A'],['N/A'],['N/A']
