Example,Extracted Function,Linked Function,Source File,Matched
">>> url = 'https://httpbin.org/post'
>>> files = {'file': ('report.xls', open('report.xls', 'rb'), 'application/vnd.ms-excel', {'Expires': '0'})}

>>> r = requests.post(url, files=files)
>>> r.text
{
  ...
  ""files"": {
    ""file"": """"
  },
  ...
}
",requests.post,post,requests\requests\api.py,True
">>> url = 'https://httpbin.org/post'
>>> files = {'file': ('report.csv', 'some,data,to,send\nanother,row,to,send\n')}

>>> r = requests.post(url, files=files)
>>> r.text
{
  ...
  ""files"": {
    ""file"": ""some,data,to,send\\nanother,row,to,send\\n""
  },
  ...
}
",requests.post,post,requests\requests\api.py,True
">>> r = requests.get('https://httpbin.org/get')
>>> r.status_code
200
",requests.get,get,requests\requests\api.py,True
">>> bad_r = requests.get('https://httpbin.org/status/404')
>>> bad_r.status_code
404

>>> bad_r.raise_for_status()
Traceback (most recent call last):
  File ""requests/models.py"", line 832, in raise_for_status
    raise http_error
requests.exceptions.HTTPError: 404 Client Error
",requests.get,get,requests\requests\api.py,True
">>> bad_r = requests.get('https://httpbin.org/status/404')
>>> bad_r.status_code
404

>>> bad_r.raise_for_status()
Traceback (most recent call last):
  File ""requests/models.py"", line 832, in raise_for_status
    raise http_error
requests.exceptions.HTTPError: 404 Client Error
",bad_r.raise_for_status,N/A,N/A,N/A
">>> r.raise_for_status()
None
",r.raise_for_status,N/A,N/A,N/A
">>> r.headers['Content-Type']
'application/json'

>>> r.headers.get('content-type')
'application/json'
",headers.get,N/A,N/A,N/A
">>> url = 'http://example.com/some/cookie/setting/url'
>>> r = requests.get(url)

>>> r.cookies['example_cookie_name']
'example_cookie_value'
",requests.get,get,requests\requests\api.py,True
">>> url = 'https://httpbin.org/cookies'
>>> cookies = dict(cookies_are='working')

>>> r = requests.get(url, cookies=cookies)
>>> r.text
'{""cookies"": {""cookies_are"": ""working""}}'
",dict,N/A,N/A,N/A
">>> url = 'https://httpbin.org/cookies'
>>> cookies = dict(cookies_are='working')

>>> r = requests.get(url, cookies=cookies)
>>> r.text
'{""cookies"": {""cookies_are"": ""working""}}'
",requests.get,get,requests\requests\api.py,True
">>> jar = requests.cookies.RequestsCookieJar()
>>> jar.set('tasty_cookie', 'yum', domain='httpbin.org', path='/cookies')
>>> jar.set('gross_cookie', 'blech', domain='httpbin.org', path='/elsewhere')
>>> url = 'https://httpbin.org/cookies'
>>> r = requests.get(url, cookies=jar)
>>> r.text
'{""cookies"": {""tasty_cookie"": ""yum""}}'
",RequestsCookieJar,__init__,requests\requests\cookies.py,True
">>> jar = requests.cookies.RequestsCookieJar()
>>> jar.set('tasty_cookie', 'yum', domain='httpbin.org', path='/cookies')
>>> jar.set('gross_cookie', 'blech', domain='httpbin.org', path='/elsewhere')
>>> url = 'https://httpbin.org/cookies'
>>> r = requests.get(url, cookies=jar)
>>> r.text
'{""cookies"": {""tasty_cookie"": ""yum""}}'
",jar.set,N/A,N/A,N/A
">>> jar = requests.cookies.RequestsCookieJar()
>>> jar.set('tasty_cookie', 'yum', domain='httpbin.org', path='/cookies')
>>> jar.set('gross_cookie', 'blech', domain='httpbin.org', path='/elsewhere')
>>> url = 'https://httpbin.org/cookies'
>>> r = requests.get(url, cookies=jar)
>>> r.text
'{""cookies"": {""tasty_cookie"": ""yum""}}'
",requests.get,get,requests\requests\api.py,True
">>> r = requests.get('http://github.com/')

>>> r.url
'https://github.com/'

>>> r.status_code
200

>>> r.history
[]
",requests.get,get,requests\requests\api.py,True
">>> r = requests.get('http://github.com/', allow_redirects=False)

>>> r.status_code
301

>>> r.history
[]
",requests.get,get,requests\requests\api.py,True
">>> r = requests.head('http://github.com/', allow_redirects=True)

>>> r.url
'https://github.com/'

>>> r.history
[]
",requests.head,head,requests\requests\api.py,True
">>> requests.get('https://github.com/', timeout=0.001)
Traceback (most recent call last):
  File """", line 1, in 
requests.exceptions.Timeout: HTTPConnectionPool(host='github.com', port=80): Request timed out. (timeout=0.001)
",requests.get,get,requests\requests\api.py,True
">>> requests.get('https://github.com/', timeout=0.001)
Traceback (most recent call last):
  File """", line 1, in 
requests.exceptions.Timeout: HTTPConnectionPool(host='github.com', port=80): Request timed out. (timeout=0.001)
",HTTPConnectionPool,N/A,N/A,N/A
"s = requests.Session()

s.get('https://httpbin.org/cookies/set/sessioncookie/123456789')
r = s.get('https://httpbin.org/cookies')

print(r.text)
# '{""cookies"": {""sessioncookie"": ""123456789""}}'
",Session,__init__,requests\requests\sessions.py,True
"s = requests.Session()

s.get('https://httpbin.org/cookies/set/sessioncookie/123456789')
r = s.get('https://httpbin.org/cookies')

print(r.text)
# '{""cookies"": {""sessioncookie"": ""123456789""}}'
",s.get,N/A,N/A,N/A
"s = requests.Session()

s.get('https://httpbin.org/cookies/set/sessioncookie/123456789')
r = s.get('https://httpbin.org/cookies')

print(r.text)
# '{""cookies"": {""sessioncookie"": ""123456789""}}'
",print,N/A,N/A,N/A
"s = requests.Session()
s.auth = ('user', 'pass')
s.headers.update({'x-test': 'true'})

# both 'x-test' and 'x-test2' are sent
s.get('https://httpbin.org/headers', headers={'x-test2': 'true'})
",Session,__init__,requests\requests\sessions.py,True
"s = requests.Session()
s.auth = ('user', 'pass')
s.headers.update({'x-test': 'true'})

# both 'x-test' and 'x-test2' are sent
s.get('https://httpbin.org/headers', headers={'x-test2': 'true'})
",headers.update,N/A,N/A,N/A
"s = requests.Session()
s.auth = ('user', 'pass')
s.headers.update({'x-test': 'true'})

# both 'x-test' and 'x-test2' are sent
s.get('https://httpbin.org/headers', headers={'x-test2': 'true'})
",s.get,N/A,N/A,N/A
"s = requests.Session()

r = s.get('https://httpbin.org/cookies', cookies={'from-my': 'browser'})
print(r.text)
# '{""cookies"": {""from-my"": ""browser""}}'

r = s.get('https://httpbin.org/cookies')
print(r.text)
# '{""cookies"": {}}'
",Session,__init__,requests\requests\sessions.py,True
"s = requests.Session()

r = s.get('https://httpbin.org/cookies', cookies={'from-my': 'browser'})
print(r.text)
# '{""cookies"": {""from-my"": ""browser""}}'

r = s.get('https://httpbin.org/cookies')
print(r.text)
# '{""cookies"": {}}'
",s.get,N/A,N/A,N/A
"s = requests.Session()

r = s.get('https://httpbin.org/cookies', cookies={'from-my': 'browser'})
print(r.text)
# '{""cookies"": {""from-my"": ""browser""}}'

r = s.get('https://httpbin.org/cookies')
print(r.text)
# '{""cookies"": {}}'
",print,N/A,N/A,N/A
"with requests.Session() as s:
    s.get('https://httpbin.org/cookies/set/sessioncookie/123456789')
",Session,__init__,requests\requests\sessions.py,True
"with requests.Session() as s:
    s.get('https://httpbin.org/cookies/set/sessioncookie/123456789')
",s.get,N/A,N/A,N/A
">>> r = requests.get('https://en.wikipedia.org/wiki/Monty_Python')
",requests.get,get,requests\requests\api.py,True
"from requests import Request, Session

s = Session()

req = Request('POST', url, data=data, headers=headers)
prepped = req.prepare()

# do something with prepped.body
prepped.body = 'No, I want exactly this as the body.'

# do something with prepped.headers
del prepped.headers['Content-Type']

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",Session,__init__,requests\requests\sessions.py,True
"from requests import Request, Session

s = Session()

req = Request('POST', url, data=data, headers=headers)
prepped = req.prepare()

# do something with prepped.body
prepped.body = 'No, I want exactly this as the body.'

# do something with prepped.headers
del prepped.headers['Content-Type']

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",Request,__init__,requests\requests\models.py,True
"from requests import Request, Session

s = Session()

req = Request('POST', url, data=data, headers=headers)
prepped = req.prepare()

# do something with prepped.body
prepped.body = 'No, I want exactly this as the body.'

# do something with prepped.headers
del prepped.headers['Content-Type']

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",req.prepare,N/A,N/A,N/A
"from requests import Request, Session

s = Session()

req = Request('POST', url, data=data, headers=headers)
prepped = req.prepare()

# do something with prepped.body
prepped.body = 'No, I want exactly this as the body.'

# do something with prepped.headers
del prepped.headers['Content-Type']

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",s.send,N/A,N/A,N/A
"from requests import Request, Session

s = Session()

req = Request('POST', url, data=data, headers=headers)
prepped = req.prepare()

# do something with prepped.body
prepped.body = 'No, I want exactly this as the body.'

# do something with prepped.headers
del prepped.headers['Content-Type']

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",print,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET',  url, data=data, headers=headers)

prepped = s.prepare_request(req)

# do something with prepped.body
prepped.body = 'Seriously, send exactly these bytes.'

# do something with prepped.headers
prepped.headers['Keep-Dead'] = 'parrot'

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",Session,__init__,requests\requests\sessions.py,True
"from requests import Request, Session

s = Session()
req = Request('GET',  url, data=data, headers=headers)

prepped = s.prepare_request(req)

# do something with prepped.body
prepped.body = 'Seriously, send exactly these bytes.'

# do something with prepped.headers
prepped.headers['Keep-Dead'] = 'parrot'

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",Request,__init__,requests\requests\models.py,True
"from requests import Request, Session

s = Session()
req = Request('GET',  url, data=data, headers=headers)

prepped = s.prepare_request(req)

# do something with prepped.body
prepped.body = 'Seriously, send exactly these bytes.'

# do something with prepped.headers
prepped.headers['Keep-Dead'] = 'parrot'

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",s.prepare_request,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET',  url, data=data, headers=headers)

prepped = s.prepare_request(req)

# do something with prepped.body
prepped.body = 'Seriously, send exactly these bytes.'

# do something with prepped.headers
prepped.headers['Keep-Dead'] = 'parrot'

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",s.send,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET',  url, data=data, headers=headers)

prepped = s.prepare_request(req)

# do something with prepped.body
prepped.body = 'Seriously, send exactly these bytes.'

# do something with prepped.headers
prepped.headers['Keep-Dead'] = 'parrot'

resp = s.send(prepped,
    stream=stream,
    verify=verify,
    proxies=proxies,
    cert=cert,
    timeout=timeout
)

print(resp.status_code)
",print,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET', url)

prepped = s.prepare_request(req)

# Merge environment settings into session
settings = s.merge_environment_settings(prepped.url, {}, None, None, None)
resp = s.send(prepped, **settings)

print(resp.status_code)
",Session,__init__,requests\requests\sessions.py,True
"from requests import Request, Session

s = Session()
req = Request('GET', url)

prepped = s.prepare_request(req)

# Merge environment settings into session
settings = s.merge_environment_settings(prepped.url, {}, None, None, None)
resp = s.send(prepped, **settings)

print(resp.status_code)
",Request,__init__,requests\requests\models.py,True
"from requests import Request, Session

s = Session()
req = Request('GET', url)

prepped = s.prepare_request(req)

# Merge environment settings into session
settings = s.merge_environment_settings(prepped.url, {}, None, None, None)
resp = s.send(prepped, **settings)

print(resp.status_code)
",s.prepare_request,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET', url)

prepped = s.prepare_request(req)

# Merge environment settings into session
settings = s.merge_environment_settings(prepped.url, {}, None, None, None)
resp = s.send(prepped, **settings)

print(resp.status_code)
",s.merge_environment_settings,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET', url)

prepped = s.prepare_request(req)

# Merge environment settings into session
settings = s.merge_environment_settings(prepped.url, {}, None, None, None)
resp = s.send(prepped, **settings)

print(resp.status_code)
",s.send,N/A,N/A,N/A
"from requests import Request, Session

s = Session()
req = Request('GET', url)

prepped = s.prepare_request(req)

# Merge environment settings into session
settings = s.merge_environment_settings(prepped.url, {}, None, None, None)
resp = s.send(prepped, **settings)

print(resp.status_code)
",print,N/A,N/A,N/A
">>> requests.get('https://requestb.in')
requests.exceptions.SSLError: hostname 'requestb.in' doesn't match either of '*.herokuapp.com', 'herokuapp.com'
",requests.get,get,requests\requests\api.py,True
">>> requests.get('https://github.com')

",requests.get,get,requests\requests\api.py,True
">>> requests.get('https://github.com', verify='/path/to/certfile')
",requests.get,get,requests\requests\api.py,True
"s = requests.Session()
s.verify = '/path/to/certfile'
",Session,__init__,requests\requests\sessions.py,True
">>> requests.get('https://kennethreitz.org', verify=False)

",requests.get,get,requests\requests\api.py,True
">>> requests.get('https://kennethreitz.org', cert=('/path/client.cert', '/path/client.key'))

",requests.get,get,requests\requests\api.py,False
"s = requests.Session()
s.cert = '/path/client.cert'
",Session,__init__,requests\requests\sessions.py,True
">>> requests.get('https://kennethreitz.org', cert='/wrong_path/client.pem')
SSLError: [Errno 336265225] _ssl.c:347: error:140B0009:SSL routines:SSL_CTX_use_PrivateKey_file:PEM lib
",requests.get,get,requests\requests\api.py,True
"tarball_url = 'https://github.com/psf/requests/tarball/main'
r = requests.get(tarball_url, stream=True)
",requests.get,get,requests\requests\api.py,True
"if int(r.headers['content-length']) < TOO_LONG:
  content = r.content
  ...
",int,N/A,N/A,N/A
"with requests.get('https://httpbin.org/get', stream=True) as r:
    # Do things with the response here.
",requests.get,get,requests\requests\api.py,True
"with open('massive-body', 'rb') as f:
    requests.post('http://some.url/streamed', data=f)
",open,N/A,N/A,N/A
"with open('massive-body', 'rb') as f:
    requests.post('http://some.url/streamed', data=f)
",requests.post,post,requests\requests\api.py,True
"def gen():
    yield 'hi'
    yield 'there'

requests.post('http://some.url/chunked', data=gen())
",gen,N/A,N/A,N/A
"def gen():
    yield 'hi'
    yield 'there'

requests.post('http://some.url/chunked', data=gen())
",requests.post,post,requests\requests\api.py,False
">>> url = 'https://httpbin.org/post'
>>> multiple_files = [
...     ('images', ('foo.png', open('foo.png', 'rb'), 'image/png')),
...     ('images', ('bar.png', open('bar.png', 'rb'), 'image/png'))]
>>> r = requests.post(url, files=multiple_files)
>>> r.text
{
  ...
  'files': {'images': 'data:image/png;base64,iVBORw ....'}
  'Content-Type': 'multipart/form-data; boundary=3131623adb2043caaeb5538cc7aa0b3a',
  ...
}
",open,N/A,N/A,N/A
">>> url = 'https://httpbin.org/post'
>>> multiple_files = [
...     ('images', ('foo.png', open('foo.png', 'rb'), 'image/png')),
...     ('images', ('bar.png', open('bar.png', 'rb'), 'image/png'))]
>>> r = requests.post(url, files=multiple_files)
>>> r.text
{
  ...
  'files': {'images': 'data:image/png;base64,iVBORw ....'}
  'Content-Type': 'multipart/form-data; boundary=3131623adb2043caaeb5538cc7aa0b3a',
  ...
}
",requests.post,post,requests\requests\api.py,True
"def print_url(r, *args, **kwargs):
    print(r.url)
",print_url,N/A,N/A,N/A
"def print_url(r, *args, **kwargs):
    print(r.url)
",print,N/A,N/A,N/A
"def record_hook(r, *args, **kwargs):
    r.hook_called = True
    return r
",record_hook,N/A,N/A,N/A
">>> requests.get('https://httpbin.org/', hooks={'response': print_url})
https://httpbin.org/

",requests.get,get,requests\requests\api.py,True
">>> r = requests.get('https://httpbin.org/', hooks={'response': [print_url, record_hook]})
>>> r.hook_called
True
",requests.get,get,requests\requests\api.py,True
">>> s = requests.Session()
>>> s.hooks['response'].append(print_url)
>>> s.get('https://httpbin.org/')
 https://httpbin.org/
 
",Session,__init__,requests\requests\sessions.py,True
">>> s = requests.Session()
>>> s.hooks['response'].append(print_url)
>>> s.get('https://httpbin.org/')
 https://httpbin.org/
 
",append,N/A,N/A,N/A
">>> s = requests.Session()
>>> s.hooks['response'].append(print_url)
>>> s.get('https://httpbin.org/')
 https://httpbin.org/
 
",s.get,N/A,N/A,N/A
"from requests.auth import AuthBase

class PizzaAuth(AuthBase):
    """"""Attaches HTTP Pizza Authentication to the given Request object.""""""
    def __init__(self, username):
        # setup any auth-related data here
        self.username = username

    def __call__(self, r):
        # modify and return the request
        r.headers['X-Pizza'] = self.username
        return r
",PizzaAuth,N/A,N/A,N/A
"from requests.auth import AuthBase

class PizzaAuth(AuthBase):
    """"""Attaches HTTP Pizza Authentication to the given Request object.""""""
    def __init__(self, username):
        # setup any auth-related data here
        self.username = username

    def __call__(self, r):
        # modify and return the request
        r.headers['X-Pizza'] = self.username
        return r
",__init__,N/A,N/A,N/A
"from requests.auth import AuthBase

class PizzaAuth(AuthBase):
    """"""Attaches HTTP Pizza Authentication to the given Request object.""""""
    def __init__(self, username):
        # setup any auth-related data here
        self.username = username

    def __call__(self, r):
        # modify and return the request
        r.headers['X-Pizza'] = self.username
        return r
",__call__,N/A,N/A,N/A
">>> requests.get('http://pizzabin.org/admin', auth=PizzaAuth('kenneth'))

",requests.get,get,requests\requests\api.py,False
">>> requests.get('http://pizzabin.org/admin', auth=PizzaAuth('kenneth'))

",PizzaAuth,N/A,N/A,N/A
"import json
import requests

r = requests.get('https://httpbin.org/stream/20', stream=True)

for line in r.iter_lines():

    # filter out keep-alive new lines
    if line:
        decoded_line = line.decode('utf-8')
        print(json.loads(decoded_line))
",requests.get,get,requests\requests\api.py,True
"import json
import requests

r = requests.get('https://httpbin.org/stream/20', stream=True)

for line in r.iter_lines():

    # filter out keep-alive new lines
    if line:
        decoded_line = line.decode('utf-8')
        print(json.loads(decoded_line))
",r.iter_lines,N/A,N/A,N/A
"import json
import requests

r = requests.get('https://httpbin.org/stream/20', stream=True)

for line in r.iter_lines():

    # filter out keep-alive new lines
    if line:
        decoded_line = line.decode('utf-8')
        print(json.loads(decoded_line))
",line.decode,N/A,N/A,N/A
"import json
import requests

r = requests.get('https://httpbin.org/stream/20', stream=True)

for line in r.iter_lines():

    # filter out keep-alive new lines
    if line:
        decoded_line = line.decode('utf-8')
        print(json.loads(decoded_line))
",print,N/A,N/A,N/A
"import json
import requests

r = requests.get('https://httpbin.org/stream/20', stream=True)

for line in r.iter_lines():

    # filter out keep-alive new lines
    if line:
        decoded_line = line.decode('utf-8')
        print(json.loads(decoded_line))
",json.loads,N/A,N/A,N/A
"r = requests.get('https://httpbin.org/stream/20', stream=True)

if r.encoding is None:
    r.encoding = 'utf-8'

for line in r.iter_lines(decode_unicode=True):
    if line:
        print(json.loads(line))
",requests.get,get,requests\requests\api.py,True
"r = requests.get('https://httpbin.org/stream/20', stream=True)

if r.encoding is None:
    r.encoding = 'utf-8'

for line in r.iter_lines(decode_unicode=True):
    if line:
        print(json.loads(line))
",r.iter_lines,N/A,N/A,N/A
"r = requests.get('https://httpbin.org/stream/20', stream=True)

if r.encoding is None:
    r.encoding = 'utf-8'

for line in r.iter_lines(decode_unicode=True):
    if line:
        print(json.loads(line))
",print,N/A,N/A,N/A
"r = requests.get('https://httpbin.org/stream/20', stream=True)

if r.encoding is None:
    r.encoding = 'utf-8'

for line in r.iter_lines(decode_unicode=True):
    if line:
        print(json.loads(line))
",json.loads,N/A,N/A,N/A
"lines = r.iter_lines()
# Save the first line for later or just skip it

first_line = next(lines)

for line in lines:
    print(line)
",r.iter_lines,N/A,N/A,N/A
"lines = r.iter_lines()
# Save the first line for later or just skip it

first_line = next(lines)

for line in lines:
    print(line)
",next,N/A,N/A,N/A
"lines = r.iter_lines()
# Save the first line for later or just skip it

first_line = next(lines)

for line in lines:
    print(line)
",print,N/A,N/A,N/A
"import requests

proxies = {
  'http': 'http://10.10.1.10:3128',
  'https': 'http://10.10.1.10:1080',
}

requests.get('http://example.org', proxies=proxies)
",requests.get,get,requests\requests\api.py,True
"import requests

proxies = {
  'http': 'http://10.10.1.10:3128',
  'https': 'http://10.10.1.10:1080',
}
session = requests.Session()
session.proxies.update(proxies)

session.get('http://example.org')
",Session,__init__,requests\requests\sessions.py,True
"import requests

proxies = {
  'http': 'http://10.10.1.10:3128',
  'https': 'http://10.10.1.10:1080',
}
session = requests.Session()
session.proxies.update(proxies)

session.get('http://example.org')
",proxies.update,N/A,N/A,N/A
"import requests

proxies = {
  'http': 'http://10.10.1.10:3128',
  'https': 'http://10.10.1.10:1080',
}
session = requests.Session()
session.proxies.update(proxies)

session.get('http://example.org')
",session.get,N/A,N/A,N/A
"$ export HTTP_PROXY=""http://10.10.1.10:3128""
$ export HTTPS_PROXY=""http://10.10.1.10:1080""
$ export ALL_PROXY=""socks5://10.10.1.10:3434""

$ python
>>> import requests
>>> requests.get('http://example.org')
",requests.get,get,requests\requests\api.py,True
"from requests.utils import DEFAULT_CA_BUNDLE_PATH
print(DEFAULT_CA_BUNDLE_PATH)
",print,N/A,N/A,N/A
