Example,Extracted Function,Linked Function,Source File,Matched
prepare_cookies(cookies),"('prepare_cookies', ['cookies'])","('PreparedRequest.prepare_cookies', ['cookies'])",requests\requests\models.py,True
prepare_headers(headers),"('prepare_headers', ['headers'])","('PreparedRequest.prepare_headers', ['headers'])",requests\requests\models.py,True
prepare_hooks(hooks),"('prepare_hooks', ['hooks'])","('PreparedRequest.prepare_hooks', ['hooks'])",requests\requests\models.py,True
prepare_method(method),"('prepare_method', ['method'])","('PreparedRequest.prepare_method', ['method'])",requests\requests\models.py,True
"prepare_url(url, params)","('prepare_url', ['url', 'params'])","('PreparedRequest.prepare_url', ['params', 'url'])",requests\requests\models.py,True
"send(request, stream=False, timeout=None, verify=True, cert=None, proxies=None)","('send', ['request', 'stream', 'timeout', 'verify', 'cert', 'proxies'])","[('BaseAdapter.send', ['request', 'proxies', 'cert', 'verify', 'timeout', 'stream']), ('HTTPAdapter.send', ['request', 'proxies', 'cert', 'verify', 'timeout', 'stream'])]",N/A,False
"class requests.adapters.HTTPAdapter(pool_connections=10, pool_maxsize=10, max_retries=0, pool_block=False)","('requests.adapters.HTTPAdapter', ['pool_connections', 'pool_maxsize', 'max_retries', 'pool_block'])","('HTTPAdapter.__init__', ['pool_block', 'max_retries', 'pool_maxsize', 'pool_connections'])",requests\requests\adapters.py,True
"add_headers(request, **kwargs)","('add_headers', ['request', 'kwargs'])","('HTTPAdapter.add_headers', ['request', 'kwargs'])",requests\requests\adapters.py,True
"build_response(req, resp)","('build_response', ['req', 'resp'])","('HTTPAdapter.build_response', ['resp', 'req'])",requests\requests\adapters.py,True
"cert_verify(conn, url, verify, cert)","('cert_verify', ['conn', 'url', 'verify', 'cert'])","('HTTPAdapter.cert_verify', ['cert', 'verify', 'url', 'conn'])",requests\requests\adapters.py,True
"get_connection(url, proxies=None)","('get_connection', ['url', 'proxies'])","('HTTPAdapter.get_connection', ['url', 'proxies'])",requests\requests\adapters.py,True
"init_poolmanager(connections, maxsize, block=False, **pool_kwargs)","('init_poolmanager', ['connections', 'maxsize', 'block', 'pool_kwargs'])","('HTTPAdapter.init_poolmanager', ['maxsize', 'connections', 'block', 'pool_kwargs'])",requests\requests\adapters.py,True
proxy_headers(proxy),"('proxy_headers', ['proxy'])","('HTTPAdapter.proxy_headers', ['proxy'])",requests\requests\adapters.py,True
"proxy_manager_for(proxy, **proxy_kwargs)","('proxy_manager_for', ['proxy', 'proxy_kwargs'])","('HTTPAdapter.proxy_manager_for', ['proxy', 'proxy_kwargs'])",requests\requests\adapters.py,True
"request_url(request, proxies)","('request_url', ['request', 'proxies'])","('HTTPAdapter.request_url', ['proxies', 'request'])",requests\requests\adapters.py,True
"class requests.auth.HTTPBasicAuth(username, password)","('requests.auth.HTTPBasicAuth', ['username', 'password'])","('HTTPBasicAuth.__init__', ['password', 'username'])",requests\requests\auth.py,True
"class requests.auth.HTTPProxyAuth(username, password)","('requests.auth.HTTPProxyAuth', ['username', 'password'])",['HTTPProxyAuth.__init__'],N/A,False
"class requests.auth.HTTPDigestAuth(username, password)","('requests.auth.HTTPDigestAuth', ['username', 'password'])","('HTTPDigestAuth.__init__', ['password', 'username'])",requests\requests\auth.py,True
requests.utils.get_encodings_from_content(content),"('requests.utils.get_encodings_from_content', ['content'])","('requests.get_encodings_from_content', ['content'])",requests\requests\utils.py,True
requests.utils.get_encoding_from_headers(headers),"('requests.utils.get_encoding_from_headers', ['headers'])","('requests.get_encoding_from_headers', ['headers'])",requests\requests\utils.py,True
requests.utils.get_unicode_from_response(r),"('requests.utils.get_unicode_from_response', ['r'])","('requests.get_unicode_from_response', ['r'])",requests\requests\utils.py,True
requests.utils.dict_from_cookiejar(cj),"('requests.utils.dict_from_cookiejar', ['cj'])","('requests.dict_from_cookiejar', ['cj'])",requests\requests\utils.py,True
"requests.utils.add_dict_to_cookiejar(cj, cookie_dict)","('requests.utils.add_dict_to_cookiejar', ['cj', 'cookie_dict'])","('requests.add_dict_to_cookiejar', ['cookie_dict', 'cj'])",requests\requests\utils.py,True
"requests.cookies.cookiejar_from_dict(cookie_dict, cookiejar=None, overwrite=True)","('requests.cookies.cookiejar_from_dict', ['cookie_dict', 'cookiejar', 'overwrite'])","('requests.cookiejar_from_dict', ['cookie_dict', 'overwrite', 'cookiejar'])",requests\requests\cookies.py,True
class requests.cookies.RequestsCookieJar(policy=None),"('requests.cookies.RequestsCookieJar', ['policy'])",['RequestsCookieJar.__init__'],N/A,False
add_cookie_header(request),"('add_cookie_header', ['request'])",N/A,N/A,False
"clear(domain=None, path=None, name=None)","('clear', ['domain', 'path', 'name'])",N/A,N/A,False
clear_expired_cookies(),"(None, [])",N/A,N/A,False
clear_session_cookies(),"(None, [])",N/A,N/A,False
copy(),"(None, [])",N/A,N/A,False
"extract_cookies(response, request)","('extract_cookies', ['response', 'request'])",N/A,N/A,False
"get(name, default=None, domain=None, path=None)","('get', ['name', 'default', 'domain', 'path'])","('RequestsCookieJar.get', ['name', 'path', 'domain', 'default'])",requests\requests\cookies.py,True
"get_dict(domain=None, path=None)","('get_dict', ['domain', 'path'])","('RequestsCookieJar.get_dict', ['path', 'domain'])",requests\requests\cookies.py,True
get_policy(),"(None, [])",N/A,N/A,False
items(),"(None, [])",N/A,N/A,False
iteritems(),"(None, [])",N/A,N/A,False
iterkeys(),"(None, [])",N/A,N/A,False
itervalues(),"(None, [])",N/A,N/A,False
keys(),"(None, [])",N/A,N/A,False
list_domains(),"(None, [])",N/A,N/A,False
list_paths(),"(None, [])",N/A,N/A,False
"make_cookies(response, request)","('make_cookies', ['response', 'request'])",N/A,N/A,False
multiple_domains(),"(None, [])",N/A,N/A,False
"pop(k[, d]) → v, remove specified key and return the corresponding value.","(None, [])",N/A,N/A,False
"popitem() → (k, v), remove and return some (key, value) pair","(None, [])",N/A,N/A,False
"set(name, value, **kwargs)","('set', ['name', 'value', 'kwargs'])","('RequestsCookieJar.set', ['value', 'name', 'kwargs'])",requests\requests\cookies.py,True
"set_cookie(cookie, *args, **kwargs)","('set_cookie', ['cookie', 'args', 'kwargs'])",N/A,N/A,False
"set_cookie_if_ok(cookie, request)","('set_cookie_if_ok', ['cookie', 'request'])",N/A,N/A,False
"setdefault(k[, d]) → D.get(k,d), also set D[k]=d if k not in D","(None, [])",N/A,N/A,False
update(other),"('update', ['other'])","('RequestsCookieJar.update', ['other'])",requests\requests\cookies.py,True
values(),"(None, [])",N/A,N/A,False
with_traceback(),"(None, [])",N/A,N/A,False
"('filename', fileobj)","(None, [])",N/A,N/A,False
"('filename', fileobj, 'content_type')","(None, [])",N/A,N/A,False
"('filename', fileobj, 'content_type', custom_headers)","(None, [])",N/A,N/A,False
"[(key, value)]","(None, [])",N/A,N/A,False
dict(RequestsCookieJar),"('dict', ['RequestsCookieJar'])",N/A,N/A,False
