Paragraph,Example,Page
CoreNLP includes a Java client to the server – StanfordCoreNLPClient – which mirrors the interface of the annotation pipeline (StanfordCoreNLP.java) as closely as possible. The primary motivating use cases for using this class and not the local pipeline are:,"// creates a StanfordCoreNLP object with POS tagging, lemmatization, NER, parsing, and coreference resolution
Properties props = new Properties();
props.setProperty(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
StanfordCoreNLPClient pipeline = new StanfordCoreNLPClient(props, ""http://localhost"", 9000, 2);
// read some text in the text variable
String text = ... // Add your text here!
// create an empty Annotation just with the given text
Annotation document = new Annotation(text);
// run all Annotators on this text
pipeline.annotate(document);",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"You can also run the client from the command line, and get an interface similar to the command line usage for the local CoreNLP program. The following will annotate a file input.txt with part-of-speech, lemmas, named entities, constituency parses, and coreference:","java -cp ""*"" -Xmx1g edu.stanford.nlp.pipeline.StanfordCoreNLPClient -annotators tokenize,ssplit,pos,lemma,ner,parse,dcoref -file input.txt",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"Once you have your own server(s) set up, you can run against them with a command like this:","java edu.stanford.nlp.pipeline.StanfordCoreNLPClient -cp ""*"" -annotators tokenize,ssplit,pos,lemma,ner,parse,dcoref -file input.txt  -backends http://localhost:9000",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"Providing that the server has foreign language models available on its classpath, you can ask for it to work with texts in other languages. If you have the French properties file and a file called french.txt in your current directory, then you should be able to successfully give a command like this:","java -cp ""*"" edu.stanford.nlp.pipeline.StanfordCoreNLPClient -props StanfordCoreNLP-french.properties -annotators tokenize,ssplit,pos,depparse ile french.txt -outputFormat conllu -backends localhost:9000",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"The server is started directly though calling it with java. For example, the following will start the server in the background on port 1337, assuming your classpath is set properly:",nohup java -mx4g edu.stanford.nlp.pipeline.StanfordCoreNLPServer 1337 &,https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"The server can be stopped programmatically by making a call to the /shutdown endpoint with an appropriate shutdown key. This key is saved to the file corenlp.shutdown in the directory specified by System.getProperty(""java.io.tmpdir""); when the server starts. Typically this will be /tmp/corenlp.shutdown, though it can vary, especially on macOS. An example command to shut down the server would be:","wget ""localhost:9000/shutdown?key=`cat /tmp/corenlp.shutdown`"" -O -",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
Create a user nlp with permissions to read the directory /opt/corenlp. Allow the user to bind to port 80:,"sudo mkdir -p /etc/authbind/byport/
 sudo touch /etc/authbind/byport/80
 sudo chown nlp:nlp /etc/authbind/byport/80
 sudo chmod 600 /etc/authbind/byport/80",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
The above steps work using traditional SysVinit scripts. The other alternative on Ubuntu is to use Upstart instead. We haven’t tried that but believe that the corresponding thing to do is:,"sudo wget https://raw.githubusercontent.com/stanfordnlp/CoreNLP/master/src/edu/stanford/nlp/pipeline/demo/corenlp -O /etc/init/corenlp
   initctl reload-configuration",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"The CoreNLP server will now start on startup, running on port 80 under the user nlp. To manually start/stop/restart the server, you can use:",sudo service corenlp [start|stop|restart],https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
"When booting up an instance of the server for a shell script, make sure you wait for the server to be available before interacting with it. An example using the netcat tool on linux:","#!/bin/bash
java -mx4g edu.stanford.nlp.pipeline.StanfordCoreNLPServer &
# Wait until server starts
while ! nc -z localhost 9000; do
    sleep 0.1 # wait for 1/10 of the second before check again
done
# Rest of script
# ...",https://stanfordnlp.github.io/CoreNLP/corenlp-server.html
