,id,,result,HAS_API,DISCUSSES_API,,,LSA_summary
10,38413579,https://stackoverflow.com/questions/38413579,FALSE,FALSE,FALSE,,,What is the difference between sklearn LabelEncoder and pd.get_dummies? What is the advantage of using one over another?
11,42921854,https://stackoverflow.com/questions/42921854,FALSE,FALSE,FALSE,,,How to check if a particular cell in pandas DataFrame isnull? I have the following df in pandas.
12,43821529,https://stackoverflow.com/questions/43821529,FALSE,FALSE,FALSE,,,"Filter out nan rows in a specific column Given the dataframe df, I want to obtain a new dataframe df2 that does not contain nan in the column Col2. This is the expected result: df2 = I know that it's possible to use pandas.isnull and dropna, however how to specify only particular column to which filtering should be applied?"
13,50607740,https://stackoverflow.com/questions/50607740,FALSE,FALSE,FALSE,,,"Reverse a get_dummies encoding in pandas Column names are: ID,1,2,3,4,5,6,7,8,9. The col values are either 0 or 1 My dataframe looks like this: I want the column names in front of the ID where the value in a row is 1."
14,51174691,https://stackoverflow.com/questions/51174691,FALSE,FALSE,FALSE,,,"How to increase image size of pandas.DataFrame.plot How can I modify the size of the output image of the function pandas.DataFrame.plot? I tried: plt.figure(figsize=(10, 5)) and %matplotlib notebook but none of them work."
15,55204418,https://stackoverflow.com/questions/55204418,FALSE,FALSE,FALSE,,,"How to rename categories after using pandas.cut with IntervalIndex? Example: The resulting categories will be: I am trying to change [(0, 1] < (2, 3] < (4, 5]] into something like 1, 2 ,3 or small, medium ,large."
16,20119414,https://stackoverflow.com/questions/20119414,TRUE,FALSE,FALSE,,,So is it possible to do so using pandas? Now this will get a pivot table with sum: And this for mean: How can I get sum for D and mean for E?
17,38951345,https://stackoverflow.com/questions/38951345,TRUE,FALSE,FALSE,,,"How to get rid of multilevel index after using pivot table pandas? I had following data frame (the real data frame is much more larger than this one ) : Then reshaped it to move the values in sale_product_id as column headers using the following code: and the resulting data frame is: as you can see we have a multililevel index , what i need is to have sale_user_is in the first column without multilevel indexing: i take the following approach : the the result would be like this i still have the sale_product_id column , but i do not need it anymore: i can subset this data frame to get rid of sale_product_id but i don't think it would be efficient.I am looking for an efficient way to get rid of multilevel indexing while reshaping the original data frame"
18,43172970,https://stackoverflow.com/questions/43172970,TRUE,FALSE,FALSE,,,"Python pandas groupby aggregate on multiple columns, then pivot In Python, I have a pandas DataFrame similar to the following: Where shop1, shop2 and shop3 are the costs of every item in different shops. Now, I need to  return a DataFrame, after some data cleaning, like this one: where size is the number of items in each Category and sum, mean and std are related to the same functions applied to the 3 shops."
19,43756052,https://stackoverflow.com/questions/43756052,TRUE,FALSE,FALSE,,,transform pandas pivot table to regular dataframe How can I convert a pandas pivot table to a regular dataframe ? For example: to a regular datetime such as this:
20,24640399,https://stackoverflow.com/questions/24640399,TRUE,FALSE,FALSE,,,how to unstack (or pivot?) in pandas I have a dataframe that looks like the following: This gives me: I want the final dataframe to look something like: I've done the following but I'm not quite there: df I thought I could unstack df2 to get something that resembles my final dataframe but I get all sorts of errors.
21,31661604,https://stackoverflow.com/questions/31661604,TRUE,FALSE,FALSE,,,"I know I can pivot it and then turn it into some kind of sparse representation, but isn't as elegant as I would like. I was hoping that I could save a lot of space/memory by generating something that was sparse right off the bat rather than creating a dense matrix and then converting it to sparse."
23,39273441,https://stackoverflow.com/questions/39273441,TRUE,FALSE,FALSE,,,"Flatten pandas pivot table This is a follow up of my question. Rather than a pivot table, is it possible to flatten table to look like the following: Flattened table:"
24,42099024,https://stackoverflow.com/questions/42099024,TRUE,FALSE,FALSE,,,pandas pivot table rename columns How to rename columns with multiple levels after pandas pivot operation? Here's some code to generate test data: gives a test dataframe: applying pivot gives
25,42708193,https://stackoverflow.com/questions/42708193,TRUE,FALSE,FALSE,,,"pandas pivot table to data frame I have a dataframe (df) that looks like this: When I use reshape in R, I get what I want: Using pandas: How do I get exactly the same output as in R with pandas? I only want 1 header."
27,43728304,https://stackoverflow.com/questions/43728304,TRUE,FALSE,FALSE,,,"most efficient method to use pandas pivot table over large file I am iterating over many exported security event logs pulled from a windows host, example dataframe like below: I am converting it to extract key:value pairs out of the ""Message"" Column and convert the keys to columns like below Output of above function: The functionality of the program works but is incredibly slow on the p = pivot_table portion of code on larger sets of data (roughly 150000 lines). Any assistance with this would be greatly appreciated."
28,44513488,https://stackoverflow.com/questions/44513488,TRUE,FALSE,FALSE,,,"How to remove multilevel index in pandas pivot table I have a dataframe as given: After pivoting, how can I get the dataframe having columns and df to be like the below; removing the multilevel index, VALUE"
29,46859400,https://stackoverflow.com/questions/46859400,TRUE,FALSE,FALSE,,,"pandas pivot changes dtype After create a new dataframe with pandas pivot_table, the dtype changes from int32 to float Original dataframe output: output: Whe I use pivot_table output: output: Why 0 column become float? How to avoid this?"
30,48135994,https://stackoverflow.com/questions/48135994,TRUE,FALSE,FALSE,,,Doing the opposite of pivot in pandas Python I'm trying to do the opposite of pivot in pandas. Wondering whether someone can provide some assistance?
26,42876278,https://stackoverflow.com/questions/42876278,TRUE,TRUE,FALSE,,,When to use multiindexing vs. xarray in pandas The pandas pivot tables documentation seems to recomend dealing with more than two dimensions of data by using multiindexing: I thought that xarray was made for handling multidimensional datasets like this: Is one of these approaches better than the other? Why hasn't xarray completely replaced multiindexing?
52,34268418,https://stackoverflow.com/questions/34268418,TRUE,FALSE,FALSE,,,
53,34727716,https://stackoverflow.com/questions/34727716,TRUE,FALSE,FALSE,,,
54,35652270,https://stackoverflow.com/questions/35652270,TRUE,FALSE,FALSE,,,
55,36337111,https://stackoverflow.com/questions/36337111,TRUE,FALSE,FALSE,,,
56,36346071,https://stackoverflow.com/questions/36346071,TRUE,FALSE,FALSE,,,
