library_name,paragraph,task,has_example,example_page
CoreNLP,"To construct a Stanford CoreNLP object from a given set of properties, use StanfordCoreNLP(Properties props). This method creates the pipeline using the annotators given in the “annotators” property (see below for an example setting). The complete list of accepted annotator names is listed in the first column of the table here. To parse an arbitrary text, use the annotate(Annotation document) method.",parse arbitrary text,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"To construct a Stanford CoreNLP object from a given set of properties, use StanfordCoreNLP(Properties props). This method creates the pipeline using the annotators given in the “annotators” property (see below for an example setting). The complete list of accepted annotator names is listed in the first column of the table here. To parse an arbitrary text, use the annotate(Annotation document) method.",use annotate(Annotation document) method,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",build Properties object with more stuff,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",write most properties as annotator.property,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",use String parsing methods,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",set several properties,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",use PropertiesUtils.asProperties(String ...) method,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",build Properties object,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"You can give other properties to CoreNLP by building a Properties object with more stuff in it. There are some overall properties like ""annotators"" but most properties apply to one annotator and are written as annotator.property. Note that the value of a property is always a String. In our documentation of individual annotators, we variously refer to their Type as “boolean”, “file, classpath, or URL” or “List(String)”. This means that the String value will be interpreted as objects of this type by using String parsing methods. The value itself in the Properties object is always a String. If you want to set several properties, you might find it conventient to use our PropertiesUtils.asProperties(String ...) method which will take a list of Strings that are alternately keys and values and build a Properties object:",build PropertiesUtils.asProperties(String ...) method,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"If you do not anticipate requiring extensive customization, consider using the Simple CoreNLP API.",use simple CoreNLP API,0,
CoreNLP,"If you want to do funkier things with CoreNLP, such as to use a second StanfordCoreNLP object to add additional analyses to an existing Annotation object, then you need to include the property enforceRequirements = false to avoid complaints about required earlier annotators not being present in the pipeline.",use second StanfordCoreNLP object,0,
CoreNLP,"If you want to do funkier things with CoreNLP, such as to use a second StanfordCoreNLP object to add additional analyses to an existing Annotation object, then you need to include the property enforceRequirements = false to avoid complaints about required earlier annotators not being present in the pipeline.",add additional analyses to existing annotation object,0,
CoreNLP,The output of the Annotators is accessed using the data structures CoreMap and CoreLabel.,use data structures CoreMap,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,The output of the Annotators is accessed using the data structures CoreMap and CoreLabel.,use CoreLabel,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,The output of the Annotators is accessed using the data structures CoreMap and CoreLabel.,access output of Annotators,1,https://stanfordnlp.github.io/CoreNLP/api.html
CoreNLP,"There are two strategies available to address this that may help. One is to try to first correctly capitalize the text with a truecaser, and then to process the text with the standard models. See the TrueCaseAnnotator for how to do this.",process text with standard models,0,
CoreNLP,An example command for using regular annotators following truecasing is:,use regular annotators following truecasing,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,The GATE folk made an English POS tagger model trained on twitter text. You can get it from the extensions page.,get  from extensions page,0,
CoreNLP,"We have made slightly different Stanford CoreNLP models for the tagger, parser, and NER that ignore capitalization. We have only trained such models for English, but the same method could be used for other languages.",ignore capitalization,0,
CoreNLP,"We have made slightly different Stanford CoreNLP models for the tagger, parser, and NER that ignore capitalization. We have only trained such models for English, but the same method could be used for other languages.",ignore tagger,0,
CoreNLP,"We have made slightly different Stanford CoreNLP models for the tagger, parser, and NER that ignore capitalization. We have only trained such models for English, but the same method could be used for other languages.",ignore NER,0,
CoreNLP,"We have made slightly different Stanford CoreNLP models for the tagger, parser, and NER that ignore capitalization. We have only trained such models for English, but the same method could be used for other languages.",ignore parser,0,
CoreNLP,"We have made slightly different Stanford CoreNLP models for the tagger, parser, and NER that ignore capitalization. We have only trained such models for English, but the same method could be used for other languages.",use same method for other languages,0,
CoreNLP,"To use these models, you need to download a jar file with caseless models. Prior to version 3.6, caseless models were packaged separately as their own jar file (approximately treating “caseless English” like a separate language). Starting with version 3.6, caseless models for English are included in the new comprehensive english jar file. You can find these jar files on the Release history page.",use models,0,
CoreNLP,"To use these models, you need to download a jar file with caseless models. Prior to version 3.6, caseless models were packaged separately as their own jar file (approximately treating “caseless English” like a separate language). Starting with version 3.6, caseless models for English are included in the new comprehensive english jar file. You can find these jar files on the Release history page.",download jar file with caseless models,0,
CoreNLP,"To use these models, you need to download a jar file with caseless models. Prior to version 3.6, caseless models were packaged separately as their own jar file (approximately treating “caseless English” like a separate language). Starting with version 3.6, caseless models for English are included in the new comprehensive english jar file. You can find these jar files on the Release history page.",include caseless models in new comprehensive english jar file,0,
CoreNLP,"To use these models, you need to download a jar file with caseless models. Prior to version 3.6, caseless models were packaged separately as their own jar file (approximately treating “caseless English” like a separate language). Starting with version 3.6, caseless models for English are included in the new comprehensive english jar file. You can find these jar files on the Release history page.",include caseless models for English,0,
CoreNLP,Be sure to include the path to the case-insensitive models jar in the -cp classpath flag and then you can ask for these models to be used like this:,include path to case-insensitive models jar,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,Be sure to include the path to the case-insensitive models jar in the -cp classpath flag and then you can ask for these models to be used like this:,ask  for models,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"However, if we ask to use the caseless models, then we’re doing pretty well: All the name words are now recognized as proper nouns, and the two person names are recognized. However, the team name is still missed. Correct named entity recognition is just harder for caseless English than for well-edited English!",use caseless models,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"However, if we ask to use the caseless models, then we’re doing pretty well: All the name words are now recognized as proper nouns, and the two person names are recognized. However, the team name is still missed. Correct named entity recognition is just harder for caseless English than for well-edited English!",recognize name words as proper nouns,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"However, if we ask to use the caseless models, then we’re doing pretty well: All the name words are now recognized as proper nouns, and the two person names are recognized. However, the team name is still missed. Correct named entity recognition is just harder for caseless English than for well-edited English!",recognize person names,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"To train your own caseless models, you need one additional property, which asks for a function to be called before a token is processed which leads to the case of all words being ignored. We use by default a function that also Americanizes the spelling of certain words:",ask additional property for function,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"To train your own caseless models, you need one additional property, which asks for a function to be called before a token is processed which leads to the case of all words being ignored. We use by default a function that also Americanizes the spelling of certain words:",use spelling by default,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"To train your own caseless models, you need one additional property, which asks for a function to be called before a token is processed which leads to the case of all words being ignored. We use by default a function that also Americanizes the spelling of certain words:",use spelling of certain words,1,https://stanfordnlp.github.io/CoreNLP/caseless.html
CoreNLP,"The caseless NER model edu/stanford/nlp/models/ner/english.all.3class.caseless.distsim.crf.ser.gz released with version 3.6.0 was defective and has very poor performance. Sorry! Stuff happens. If you want good caseless NER, you should either run with caseless models from a 3.5.x series release (all of which are compatible with version 3.6.0) or download the new fixed model from version 3.7.0 or a later version. Since the version 3.5.x releases have a separate caseless jar, it is easy to also specify an additional jar as a dependency; you just have to make sure that it appears on your classpath before other jars which contain models with the same name.",release  with version 3.6.0,0,
CoreNLP,"The caseless NER model edu/stanford/nlp/models/ner/english.all.3class.caseless.distsim.crf.ser.gz released with version 3.6.0 was defective and has very poor performance. Sorry! Stuff happens. If you want good caseless NER, you should either run with caseless models from a 3.5.x series release (all of which are compatible with version 3.6.0) or download the new fixed model from version 3.7.0 or a later version. Since the version 3.5.x releases have a separate caseless jar, it is easy to also specify an additional jar as a dependency; you just have to make sure that it appears on your classpath before other jars which contain models with the same name.",download new fixed model from later version,0,
CoreNLP,"The caseless NER model edu/stanford/nlp/models/ner/english.all.3class.caseless.distsim.crf.ser.gz released with version 3.6.0 was defective and has very poor performance. Sorry! Stuff happens. If you want good caseless NER, you should either run with caseless models from a 3.5.x series release (all of which are compatible with version 3.6.0) or download the new fixed model from version 3.7.0 or a later version. Since the version 3.5.x releases have a separate caseless jar, it is easy to also specify an additional jar as a dependency; you just have to make sure that it appears on your classpath before other jars which contain models with the same name.",download new fixed model from version 3.7.0,0,
CoreNLP,"The caseless NER model edu/stanford/nlp/models/ner/english.all.3class.caseless.distsim.crf.ser.gz released with version 3.6.0 was defective and has very poor performance. Sorry! Stuff happens. If you want good caseless NER, you should either run with caseless models from a 3.5.x series release (all of which are compatible with version 3.6.0) or download the new fixed model from version 3.7.0 or a later version. Since the version 3.5.x releases have a separate caseless jar, it is easy to also specify an additional jar as a dependency; you just have to make sure that it appears on your classpath before other jars which contain models with the same name.",run  with caseless models,0,
CoreNLP,"The caseless NER model edu/stanford/nlp/models/ner/english.all.3class.caseless.distsim.crf.ser.gz released with version 3.6.0 was defective and has very poor performance. Sorry! Stuff happens. If you want good caseless NER, you should either run with caseless models from a 3.5.x series release (all of which are compatible with version 3.6.0) or download the new fixed model from version 3.7.0 or a later version. Since the version 3.5.x releases have a separate caseless jar, it is easy to also specify an additional jar as a dependency; you just have to make sure that it appears on your classpath before other jars which contain models with the same name.",run  from 3.5.x series release,0,
CoreNLP,"The caseless NER model edu/stanford/nlp/models/ner/english.all.3class.caseless.distsim.crf.ser.gz released with version 3.6.0 was defective and has very poor performance. Sorry! Stuff happens. If you want good caseless NER, you should either run with caseless models from a 3.5.x series release (all of which are compatible with version 3.6.0) or download the new fixed model from version 3.7.0 or a later version. Since the version 3.5.x releases have a separate caseless jar, it is easy to also specify an additional jar as a dependency; you just have to make sure that it appears on your classpath before other jars which contain models with the same name.",specify additional jar as dependency,0,
CoreNLP,"This annotator removes XML tags from an input document. Stanford CoreNLP has the ability to remove all or most XML tags from a document before processing it. This functionality is provided by a finite automaton. It works fine for typical, simple XML, but complex constructions and CDATA sections will not be correctly handled. If you want full and correct handling of XML, then you should run XML documents through an XML parser (such as the one included standard in Java) before passing appropriate text nodes to Stanford CoreNLP. However, then you are unable to recover character offsets in the original XML text file.",remove XML tags from input document,0,
CoreNLP,"This annotator removes XML tags from an input document. Stanford CoreNLP has the ability to remove all or most XML tags from a document before processing it. This functionality is provided by a finite automaton. It works fine for typical, simple XML, but complex constructions and CDATA sections will not be correctly handled. If you want full and correct handling of XML, then you should run XML documents through an XML parser (such as the one included standard in Java) before passing appropriate text nodes to Stanford CoreNLP. However, then you are unable to recover character offsets in the original XML text file.",remove most XML tags before processing,0,
CoreNLP,"This annotator removes XML tags from an input document. Stanford CoreNLP has the ability to remove all or most XML tags from a document before processing it. This functionality is provided by a finite automaton. It works fine for typical, simple XML, but complex constructions and CDATA sections will not be correctly handled. If you want full and correct handling of XML, then you should run XML documents through an XML parser (such as the one included standard in Java) before passing appropriate text nodes to Stanford CoreNLP. However, then you are unable to recover character offsets in the original XML text file.",remove most XML tags from document,0,
CoreNLP,"This annotator removes XML tags from an input document. Stanford CoreNLP has the ability to remove all or most XML tags from a document before processing it. This functionality is provided by a finite automaton. It works fine for typical, simple XML, but complex constructions and CDATA sections will not be correctly handled. If you want full and correct handling of XML, then you should run XML documents through an XML parser (such as the one included standard in Java) before passing appropriate text nodes to Stanford CoreNLP. However, then you are unable to recover character offsets in the original XML text file.",run XML documents through XML parser,0,
CoreNLP,"This annotator removes XML tags from an input document. Stanford CoreNLP has the ability to remove all or most XML tags from a document before processing it. This functionality is provided by a finite automaton. It works fine for typical, simple XML, but complex constructions and CDATA sections will not be correctly handled. If you want full and correct handling of XML, then you should run XML documents through an XML parser (such as the one included standard in Java) before passing appropriate text nodes to Stanford CoreNLP. However, then you are unable to recover character offsets in the original XML text file.",run XML documents before passing,0,
CoreNLP,"This annotator removes XML tags from an input document. Stanford CoreNLP has the ability to remove all or most XML tags from a document before processing it. This functionality is provided by a finite automaton. It works fine for typical, simple XML, but complex constructions and CDATA sections will not be correctly handled. If you want full and correct handling of XML, then you should run XML documents through an XML parser (such as the one included standard in Java) before passing appropriate text nodes to Stanford CoreNLP. However, then you are unable to recover character offsets in the original XML text file.",pass appropriate text nodes to Stanford CoreNLP,0,
CoreNLP,"The cleanxml annotator supports many complex processing options: You can choose to only delete some XML tags, to treat certain XML tags as sentence ending, as marking the speaker in a dialog, etc. You can also extract document metadata from XML attributes. The cleanxml annotator can be placed after tokenize in processing order.",support many complex processing options,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"The cleanxml annotator supports many complex processing options: You can choose to only delete some XML tags, to treat certain XML tags as sentence ending, as marking the speaker in a dialog, etc. You can also extract document metadata from XML attributes. The cleanxml annotator can be placed after tokenize in processing order.",delete XML tags,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"The cleanxml annotator supports many complex processing options: You can choose to only delete some XML tags, to treat certain XML tags as sentence ending, as marking the speaker in a dialog, etc. You can also extract document metadata from XML attributes. The cleanxml annotator can be placed after tokenize in processing order.",mark speaker in dialog,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"The cleanxml annotator supports many complex processing options: You can choose to only delete some XML tags, to treat certain XML tags as sentence ending, as marking the speaker in a dialog, etc. You can also extract document metadata from XML attributes. The cleanxml annotator can be placed after tokenize in processing order.",extract document metadata from XML attributes,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"The cleanxml annotator supports many complex processing options: You can choose to only delete some XML tags, to treat certain XML tags as sentence ending, as marking the speaker in a dialog, etc. You can also extract document metadata from XML attributes. The cleanxml annotator can be placed after tokenize in processing order.",place cleanxml annotator after tokenize,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,Stanford CoreNLP deletes the XML tags and generates output that is basically the same as for the default input.txt example. The only difference between this and the original output is a change in CharacterOffsets.,delete XML tags,0,
CoreNLP,"Example 2: For some simple text files, the structure is basically just paragraphs contained in  elements. Then one might use a command like:",use command,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"Example 3: For a somewhat more complex newspaper XML page, the title is in a  element and the text of the article is in  elements, but there are also a bunch of other elements for tracking, ads, etc. to be deleted, and one wants to treat the end of the above two elements as also being a sentence boundary. Finally, the article was published on 2020-05-23. One might use a command like:",use command,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"Note that although the annotator is called “cleanxml” in the annotators list, the prefix for options is just “clean”. We should probably regularize this at some point…. Also, the option names are case sensitive, so get them right!",call annotator in annotators list,0,
CoreNLP,Here is an example of setting many of these options in order to access information from an XML file that is similar to the LDC MPDF (multi-post discussion forum) XML format.,set  from XML file,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,Here is an example of setting many of these options in order to access information from an XML file that is similar to the LDC MPDF (multi-post discussion forum) XML format.,set  to access information,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"Here is the part of the JSON file output by that command, showing the section information. Information about quotes is not (yet) in out JSON output.",show section information,1,https://stanfordnlp.github.io/CoreNLP/cleanxml.html
CoreNLP,"Note: Stanford CoreNLP v.3.5+ requires Java 8, but works with Java 9/10/11 as well. If using Java 9/10/11, you need to add this Java flag to avoid errors (a CoreNLP library dependency uses the JAXB module that was deleted from the default libraries for Java 9+):",use Java 9,1,https://stanfordnlp.github.io/CoreNLP/cmdline.html
CoreNLP,"Note: Stanford CoreNLP v.3.5+ requires Java 8, but works with Java 9/10/11 as well. If using Java 9/10/11, you need to add this Java flag to avoid errors (a CoreNLP library dependency uses the JAXB module that was deleted from the default libraries for Java 9+):",add Java flag,1,https://stanfordnlp.github.io/CoreNLP/cmdline.html
CoreNLP,The minimal command to run Stanford CoreNLP from the command line is:,run Stanford CoreNLP from command line,1,https://stanfordnlp.github.io/CoreNLP/cmdline.html
CoreNLP,"If this command is run from the distribution directory, it processes the included sample file input.txt. We use a wildcard ""*"" after -cp to load all jar files in the current directory – it needs to be in quotes. This command writes the output to an XML file named input.txt.xml in the same directory.",process included sample file input.txt,0,
CoreNLP,"If this command is run from the distribution directory, it processes the included sample file input.txt. We use a wildcard ""*"" after -cp to load all jar files in the current directory – it needs to be in quotes. This command writes the output to an XML file named input.txt.xml in the same directory.",run command from distribution directory,0,
CoreNLP,"If this command is run from the distribution directory, it processes the included sample file input.txt. We use a wildcard ""*"" after -cp to load all jar files in the current directory – it needs to be in quotes. This command writes the output to an XML file named input.txt.xml in the same directory.",use wildcard * after cp,0,
CoreNLP,"If this command is run from the distribution directory, it processes the included sample file input.txt. We use a wildcard ""*"" after -cp to load all jar files in the current directory – it needs to be in quotes. This command writes the output to an XML file named input.txt.xml in the same directory.",load jar files in current directory,0,
CoreNLP,"If this command is run from the distribution directory, it processes the included sample file input.txt. We use a wildcard ""*"" after -cp to load all jar files in the current directory – it needs to be in quotes. This command writes the output to an XML file named input.txt.xml in the same directory.",write output to XML file,0,
CoreNLP,"Your command line has to load the code, libraries, and model jars that CoreNLP uses. These are all contained in JAR files (compressed archives with extension “.jar”) which come in the CoreNLP download or which can be downloaded on demand from Maven Central. The easiest way to make them available is with a command line like this, where /Users/me/corenlp/ should be changed to the path where you put CoreNLP:",load code,1,https://stanfordnlp.github.io/CoreNLP/cmdline.html
CoreNLP,"Your command line has to load the code, libraries, and model jars that CoreNLP uses. These are all contained in JAR files (compressed archives with extension “.jar”) which come in the CoreNLP download or which can be downloaded on demand from Maven Central. The easiest way to make them available is with a command line like this, where /Users/me/corenlp/ should be changed to the path where you put CoreNLP:",load libraries,1,https://stanfordnlp.github.io/CoreNLP/cmdline.html
CoreNLP,"Your command line has to load the code, libraries, and model jars that CoreNLP uses. These are all contained in JAR files (compressed archives with extension “.jar”) which come in the CoreNLP download or which can be downloaded on demand from Maven Central. The easiest way to make them available is with a command line like this, where /Users/me/corenlp/ should be changed to the path where you put CoreNLP:",load model jars,1,https://stanfordnlp.github.io/CoreNLP/cmdline.html
