pandas.tseries.offsets.Micro.is_year_end, 
pandas.tseries.offsets.MonthEnd, 
pandas.tseries.offsets.BusinessHour.is_quarter_end, 
pandas.tseries.offsets.FY5253Quarter.copy, 
pandas.tseries.offsets.Minute.is_month_start, 
pandas.tseries.offsets.MonthBegin, 
pandas.tseries.offsets.Milli.is_month_start, 
pandas.tseries.offsets.BQuarterEnd.is_year_end, 
pandas.tseries.offsets.Second.is_year_end, 
pandas.tseries.offsets.DateOffset.is_anchored, 
pandas.tseries.offsets.BQuarterBegin.is_anchored, 
pandas.tseries.offsets.WeekOfMonth.is_on_offset, 
pandas.tseries.offsets.YearBegin.is_year_start, 
pandas.tseries.offsets.BQuarterEnd.is_year_start, 
pandas.tseries.offsets.Second.is_year_start, ,
pandas.tseries.offsets.FY5253Quarter.is_month_end, 
pandas.tseries.offsets.YearBegin.is_on_offset, 
pandas.tseries.offsets.FY5253Quarter.is_quarter_end, 
pandas.tseries.offsets.CustomBusinessMonthBegin.is_quarter_end, 
pandas.tseries.offsets.MonthBegin.is_year_end, 
pandas.tseries.offsets.Tick.is_on_offset, 
pandas.tseries.offsets.CustomBusinessDay.is_quarter_start, 
pandas.tseries.offsets.BusinessMonthEnd, 
pandas.tseries.offsets.MonthBegin.is_quarter_end, 
pandas.tseries.offsets.Micro.is_quarter_start, 
pandas.tseries.offsets.MonthEnd.is_on_offset, 
pandas.tseries.offsets.Nano.copy, 
pandas.tseries.offsets.BYearEnd.is_quarter_start, 
pandas.tseries.offsets.Second.is_quarter_end, 
pandas.tseries.offsets.Minute.is_year_start, 
pandas.tseries.offsets.FY5253.is_year_start, 
pandas.tseries.offsets.Nano.is_month_end, 
pandas.tseries.offsets.Nano.is_anchored, 
pandas.tseries.offsets.YearEnd.is_month_start, 
pandas.tseries.offsets.LastWeekOfMonth.is_month_end, 
pandas.tseries.offsets.BQuarterBegin.is_quarter_start, 
pandas.tseries.offsets.Minute.is_on_offset, 
pandas.tseries.offsets.FY5253.is_on_offset, 
pandas.tseries.offsets.FY5253Quarter.get_rule_code_suffix, 
pandas.tseries.offsets.BusinessMonthEnd.copy, 
pandas.tseries.offsets.Minute.is_anchored, 
pandas.tseries.offsets.FY5253Quarter.is_on_offset, 
pandas.tseries.offsets.FY5253.copy, 
pandas.tseries.offsets.Hour.is_anchored, 
pandas.tseries.offsets.FY5253.is_quarter_start, 
pandas.tseries.offsets.SemiMonthEnd.is_quarter_start, 
pandas.tseries.offsets.FY5253Quarter.get_weeks, 
pandas.tseries.offsets.SemiMonthBegin.is_month_start, 
pandas.tseries.offsets.FY5253Quarter, 
pandas.tseries.offsets.Hour.is_month_end, 
pandas.tseries.offsets.Hour.copy, 
pandas.tseries.offsets.QuarterEnd.is_on_offset, 
pandas.tseries.offsets.BusinessMonthBegin.is_anchored, 
pandas.tseries.offsets.Tick.is_month_end, 
pandas.tseries.offsets.BYearEnd.is_month_end, 
pandas.tseries.offsets.Week.is_month_end, 
pandas.tseries.offsets.Minute.is_month_end, 
pandas.tseries.offsets.QuarterEnd.is_month_start, 
pandas.tseries.offsets.BYearBegin.is_month_start, 
pandas.tseries.offsets.SemiMonthEnd.is_month_start, 
pandas.tseries.offsets.BusinessDay.is_month_end, 
pandas.tseries.offsets.FY5253Quarter.is_year_start, 
pandas.tseries.offsets.QuarterEnd.copy, 
pandas.tseries.offsets.Milli.is_quarter_end, 
pandas.tseries.offsets.BYearBegin.is_on_offset, 
pandas.tseries.offsets.WeekOfMonth.copy, 
pandas.tseries.offsets.BYearBegin.is_anchored, 
pandas.tseries.offsets.BusinessMonthEnd.is_on_offset, 
pandas.tseries.offsets.Minute.is_quarter_start, 
pandas.tseries.offsets.MonthBegin.is_anchored, 
pandas.tseries.offsets.BYearBegin.copy, 
pandas.tseries.offsets.Hour.is_month_start, 
pandas.tseries.offsets.BusinessHour.is_year_start, 
pandas.tseries.offsets.QuarterBegin.is_year_end, 
pandas.tseries.offsets.Milli.is_on_offset, 
pandas.tseries.offsets.BQuarterBegin.is_on_offset, 
pandas.tseries.offsets.BusinessMonthEnd.is_quarter_end, 
pandas.api.extensions.ExtensionArray.factorize, 
pandas.api.extensions.ExtensionArray.equals, 
pandas.api.extensions.ExtensionArray.searchsorted, 
pandas.api.extensions.ExtensionArray.shift, 
pandas.api.extensions.ExtensionArray.copy, 
pandas.api.extensions.ExtensionArray.duplicated, 
pandas.api.extensions.ExtensionArray.argsort, 
pandas.api.extensions.ExtensionArray.take, 
pandas.core.window.expanding.Expanding.apply, 
pandas.core.window.expanding.Expanding.sem, 
pandas.api.extensions.ExtensionArray.interpolate, 
pandas.core.window.expanding.Expanding.aggregate, 
pandas.api.extensions.ExtensionArray.insert, 
pandas.api.extensions.ExtensionArray.view, 
pandas.api.extensions.ExtensionArray.isin, 
pandas.api.extensions.ExtensionArray.unique, 
pandas.core.window.ewm.ExponentialMovingWindow.corr, 
pandas.api.extensions.ExtensionArray.isna, 
pandas.core.window.expanding.Expanding.median, 
pandas.api.extensions.ExtensionArray.ravel, 
pandas.core.window.expanding.Expanding.cov, 
pandas.core.window.rolling.Window.sum, 
pandas.core.window.rolling.Rolling.sum, 
pandas.core.window.rolling.Rolling.count, 
pandas.core.window.expanding.Expanding.min, 
pandas.core.window.expanding.Expanding.sum, 
pandas.core.window.rolling.Rolling.skew, 
pandas.core.window.expanding.Expanding.max, 
pandas.core.window.ewm.ExponentialMovingWindow.mean, 
pandas.core.window.expanding.Expanding.var, 
pandas.api.extensions.ExtensionArray.astype, 
pandas.core.window.rolling.Rolling.var, 
pandas.core.window.expanding.Expanding.rank, 
pandas.api.extensions.ExtensionArray.dropna, 
pandas.core.window.rolling.Rolling.mean, 
pandas.core.window.rolling.Rolling.median, 
pandas.core.window.rolling.Window.var, 
pandas.core.window.rolling.Rolling.corr, 
pandas.core.window.rolling.Rolling.max, 
pandas.io.formats.style.Styler.to_excel, 
pandas.api.extensions.ExtensionArray.fillna, 
pandas.core.window.rolling.Rolling.apply, 
pandas.core.window.expanding.Expanding.std, 
pandas.core.window.expanding.Expanding.count, 
pandas.core.window.rolling.Rolling.cov, 
pandas.core.window.ewm.ExponentialMovingWindow.var, 75991862
pandas.api.extensions.ExtensionArray.repeat, 
pandas.core.window.rolling.Rolling.std, 
pandas.core.window.expanding.Expanding.skew, 
pandas.core.window.ewm.ExponentialMovingWindow.std, 
pandas.core.window.ewm.ExponentialMovingWindow.cov, 
pandas.core.window.ewm.ExponentialMovingWindow.sum, 
pandas.core.window.expanding.Expanding.kurt, 
pandas.core.window.expanding.Expanding.corr, 
pandas.core.window.rolling.Rolling.quantile, 
pandas.core.window.rolling.Window.mean, 
pandas.core.window.rolling.Rolling.sem, 
pandas.core.window.rolling.Rolling.rank, 
pandas.api.indexers.BaseIndexer, 63764458
pandas.core.window.expanding.Expanding.mean, 
pandas.core.window.rolling.Rolling.aggregate, 74117595
pandas.core.window.rolling.Window.std, 
pandas.core.window.rolling.Rolling.min, 
pandas.core.window.expanding.Expanding.quantile, 
pandas.core.window.rolling.Rolling.kurt, 
pandas.io.stata.StataWriter.write_file, 
pandas.HDFStore.append, 
pandas.HDFStore.info, 
pandas.io.formats.style.Styler.to_html, 
pandas.io.formats.style.Styler.to_latex, 74468856
pandas.io.formats.style.Styler.set_table_attributes, 
pandas.io.formats.style.Styler.set_tooltips, 
pandas.io.formats.style.Styler.map, 
pandas.HDFStore.keys, 
pandas.io.formats.style.Styler.clear, 
pandas.io.formats.style.Styler.apply_index, 
pandas.io.formats.style.Styler.highlight_min, 
pandas.io.formats.style.Styler.bar, 74541618
pandas.io.formats.style.Styler.apply, 
pandas.io.formats.style.Styler.set_sticky, 
pandas.io.formats.style.Styler.pipe, 
pandas.io.formats.style.Styler.concat, 
pandas.io.formats.style.Styler.set_uuid, 
pandas.io.formats.style.Styler.to_string, 
pandas.DataFrame.rsub, 
pandas.DataFrame.plot.density, 70972793
pandas.DataFrame.rpow, 
pandas.DataFrame.notnull, 
pandas.DataFrame.floordiv, 
pandas.DataFrame.pow, 
pandas.DataFrame.backfill, 
pandas.DataFrame.rank, 52733228,66001406
pandas.DataFrame.rfloordiv, 
pandas.DataFrame.max, 67007760
pandas.DataFrame.aggregate, 75264100,75373637
pandas.DataFrame.isnull, 
pandas.DataFrame.keys, 72327468
pandas.DataFrame.abs, 
pandas.DataFrame.rmul, 
pandas.DataFrame.truediv, 
pandas.DataFrame.rmod, 
pandas.DataFrame.mod, 
pandas.DataFrame.rtruediv, 
pandas.DataFrame.ge, 
pandas.DataFrame.applymap, 74583172
pandas.DataFrame.kurtosis, 
pandas.DataFrame.product, 
pandas.DataFrame.radd, 
pandas.DataFrame.bool, 
pandas.DataFrame.swapaxes, 
pandas.DataFrame.lt, 
pandas.Flags, 
pandas.DataFrame.pad, 
pandas.DataFrame.prod, 
pandas.DataFrame.squeeze, 
pandas.Timedelta.to_pytimedelta, 
pandas.arrays.FloatingArray, 
pandas.Timestamp.round, 
pandas.Timedelta.to_numpy, 
pandas.Timestamp.tzname, 
pandas.Timestamp.timetz, 
pandas.core.resample.Resampler.get_group, 
pandas.core.resample.Resampler.apply, 
pandas.arrays.StringArray, 
pandas.arrays.IntegerArray, 
pandas.Timestamp.utcoffset, 
pandas.Timedelta.ceil, 
pandas.arrays.TimedeltaArray, 
pandas.arrays.DatetimeArray, 
pandas.Timedelta.to_timedelta64, 
pandas.Timedelta.floor, 
pandas.api.types.is_interval, 
pandas.Timestamp.isoformat, 
pandas.Timestamp.to_julian_date, 
pandas.Timestamp.ceil, 
pandas.Timestamp.toordinal, 
pandas.Timestamp.astimezone, 
pandas.Timestamp.isocalendar, 
pandas.Timestamp.to_datetime64, 
pandas.Timestamp.dst, 
pandas.Timedelta.total_seconds, 
pandas.Timestamp.isoweekday, 
pandas.Timestamp.to_pydatetime, 
pandas.Timedelta.round, 
pandas.Timestamp.tz_localize, 
pandas.Timestamp.as_unit, 
pandas.arrays.BooleanArray, 
pandas.Timestamp.timestamp, 
pandas.Timedelta.as_unit, 
pandas.Timestamp.to_numpy, 
pandas.Timedelta.view, 
pandas.Timestamp.month_name, 
pandas.Timestamp.floor, 77317418
pandas.Timestamp.strftime, 
pandas.Timestamp.day_name, 
pandas.Timestamp.to_period, 
pandas.Timestamp.ctime, 
pandas.Timestamp.utctimetuple, 
pandas.core.groupby.DataFrameGroupBy.cumsum, 
pandas.Timedelta.isoformat, 
pandas.core.groupby.DataFrameGroupBy.get_group, 
pandas.core.groupby.DataFrameGroupBy.ohlc, 
pandas.core.groupby.DataFrameGroupBy.pct_change, 
pandas.arrays.ArrowStringArray, 
pandas.Timestamp.tz_convert, 
pandas.Timestamp.timetuple, 
pandas.core.groupby.SeriesGroupBy.cumprod, 
pandas.core.groupby.SeriesGroupBy.quantile, 
pandas.core.groupby.DataFrameGroupBy.size, 
pandas.core.groupby.SeriesGroupBy.sem, 
pandas.core.groupby.DataFrameGroupBy.max, 
pandas.core.groupby.SeriesGroupBy.last, 
pandas.core.groupby.SeriesGroupBy.transform, 
pandas.core.groupby.SeriesGroupBy.aggregate, 
pandas.core.groupby.DataFrameGroupBy.cov, 
pandas.core.groupby.SeriesGroupBy.cummax, 
pandas.core.groupby.SeriesGroupBy.fillna, 
pandas.core.groupby.DataFrameGroupBy.mean, 
pandas.Timestamp.normalize, 
pandas.core.groupby.SeriesGroupBy.size, 
pandas.core.groupby.DataFrameGroupBy.pipe, 
pandas.core.groupby.DataFrameGroupBy.resample, 
pandas.core.groupby.SeriesGroupBy.hist, 
pandas.core.groupby.SeriesGroupBy.unique, 
pandas.core.groupby.SeriesGroupBy.all, 
pandas.core.groupby.SeriesGroupBy.skew, 
pandas.core.groupby.DataFrameGroupBy.fillna, 
pandas.core.groupby.DataFrameGroupBy.value_counts, 
pandas.core.groupby.SeriesGroupBy.tail, 
pandas.core.groupby.SeriesGroupBy.sample, 
pandas.core.groupby.DataFrameGroupBy.take, 
pandas.core.groupby.DataFrameGroupBy.idxmax, 
pandas.core.groupby.SeriesGroupBy.describe, 
pandas.core.groupby.DataFrameGroupBy.median, 
pandas.core.groupby.DataFrameGroupBy.idxmin, 
pandas.core.groupby.SeriesGroupBy.idxmin, 
pandas.core.groupby.SeriesGroupBy.sum, 
pandas.core.groupby.DataFrameGroupBy.ngroup, 
pandas.core.groupby.DataFrameGroupBy.first, 
pandas.core.groupby.SeriesGroupBy.pipe, 
pandas.core.groupby.DataFrameGroupBy.rolling, 
pandas.core.groupby.SeriesGroupBy.max, 
pandas.core.groupby.DataFrameGroupBy.cumcount, 
pandas.core.groupby.DataFrameGroupBy.tail, 
pandas.core.groupby.SeriesGroupBy.mean, 
pandas.core.groupby.DataFrameGroupBy.var, 
pandas.core.groupby.SeriesGroupBy.var, 
pandas.core.groupby.DataFrameGroupBy.describe, 
pandas.core.groupby.DataFrameGroupBy.sample, 
pandas.core.groupby.SeriesGroupBy.ffill, 
pandas.core.groupby.DataFrameGroupBy.quantile, 
pandas.core.groupby.DataFrameGroupBy.cummax, 
pandas.core.groupby.SeriesGroupBy.resample, 
pandas.core.groupby.SeriesGroupBy.any, 
