,id,HAS_API,DISCUSSES_API,discusses_api_result,lexrank_summary
25,43924652,False,False,False,How to create diagonal array from existing array in numpy. I am trying to make a diagonal numpy array from: Expected result: What would be an efficient way of doing this?
26,39515391,False,False,False,Can one form a view into diagonal of ndarray in numpy. Simple slices form views into the parent array.
27,48820086,False,False,False,"Stack numpy array onto diagonal. Given N 2d numpy arrays, is there a neat way in which I can 'stack' or 'bolt' them together on the diagonal, filling any new slots with 0?"
28,16866395,False,False,False,"A will be a very large matrix so I don't want to iterate over the elements individually. Since A is large and the result will be equally large, I would like to avoid solutions that use a lot of memory in addition."
29,55803229,False,False,False,"Let's say we've a square array: What I'd like to have is to flatten this array in a specific order: first I want to flatten the lower triangle along axis-0 and then pick the diagonal, and finally flatten the upper triangle again along axis-0, which would finally give the flattened array as: Here is my partial solution so far, which doesn't give desired result yet. Finally, to concatenate these 3 intermediate results."
30,58563918,False,False,False,"numpy array with diagonal equal to zero and [x,y] =-[y,x]. I want to create a N x N array in numpy such that the diagonal is zero and [x,y] = -[y,x]."
31,19178061,False,False,False,diagonal matrix of a matrix with numpy and scipy. I have a matrix (n*1) and I want to make a diagonal matrix with it.
32,35022178,True,True,False,"fill off diagonal of numpy array fails. I'm trying to the fill the offset diagonals of a matrix: Two questions: 1) Without iterating over indexes, how can I set the offset diagonals of a numpy array?"
33,35360636,True,False,False,"How to reshape square numpy matrix into ""diamond"" of diagonals structure most efficiently. Say I have a square numpy.matrix like this and for my purposes I need a ""diamond structure"" like this of all of the diagonals in an upwards direction (note that a list of lists is fine for my purpose) What is the best way to do so?"
34,33508322,False,False,False,Create block diagonal numpy array from a given numpy array. I have a 2-dimensional numpy array with an equal number of columns and rows.
35,48719867,False,False,False,How to create identity matrix with numpy with a specific value K at the diagonal. I would like the array to be like this:
36,47577783,True,False,False,"I am trying to normalize all data contained in different fields of my structured array if the field contains floats. data[dt] = (data[dt] - means) / stds I can run it line by line in a debugger to make sure everything is as expected, e.g.: Following the suggestion in the warning message, copying the array works: What would be a more elegant way to get rid of the warning?"
37,62384509,False,False,False,"Efficient way of constructing a 3D stack of block diagonal matrix in numpy/scipy from a 3D stack of matrices. I don't even know, if this approach would be more efficient, so I'm asking if I'm on the right track or if somebody knows a better way of constructing this block diagonal 3D matrix or if I have to stick with the for loop solution."
38,48071508,False,False,False,"how to get the diagonal components of numpy 3-D array?. I have an 3-D array like and I want to get the diagonal component from this array, I mean, Is there any faster way to do the same as above?"
39,52825926,False,False,False,how to relpace a array to the diagonal of numpy array python. I have an array How to replace the diagonal of X with y.
40,53730187,True,False,True,"I am trying to get the diagonal elements of a matrix, excluding one diagonal element. If I want the full diagonal elements, I know I can simply do A.numpy.diagonal() where A is a numpy square matrix to get the full array of diagonal elements."
41,56954620,False,False,False,"I need to create a 2D-array with values (given as 1D-array) on the diagonal, but could't figure out a smart way to do it with stacked arrays. However, when I switched to stacked arrays my input is not a 1D-array anymore, so that the np.diag() method returns a copy of the diagonal of my 2D-input instead."
42,56503819,False,False,False,shift diagonal of numpy array to left and pad. consider the below 2D numpy array my desired output is to shift the array at its diagonal to the left and pad the empty elements with np.nan desired output how can i achieve this?
43,49995237,False,False,False,"Efficient way of creating a matrix in numpy by duplicating a given array along a diagonal. I have some array that I already know, say: I also know that I want a matrix of some size that has total length of length a + some amount n and width n+1, like so: I'm looking to create an array that looks like this: Unfortunately numpy.kron and in general block diagonals are not what I'm looking for, since that would cause the next row to increment by 3 instead of 1."
44,70861205,False,False,False,"Is there a numpy/scipy dot product for sparse matrix, calculating only the diagonal entries of the result?. The matrices being big, I actually don't want to compute other values than the ones in the diagonal."
45,74178272,False,False,True,"numpy diagonal function is slow. I want to build a computer enemy which analyzes thousands of future steps in the game, therefore performance is an issue."
46,74396305,False,False,True,"How to diagonally populate a matrix using numpy diagonal. Suppose I have: arr1 = np.array([[1,2,3,4,5], [6,7,8,9,10], [11,12,13,14,15], [16,17,18,19,20], [21,22,23,24,25]]) And the empty matrix: I want to populate matrix with each element within arr1, but diagonally."
47,28133472,False,False,False,"given matrix: how can you make the first column, x[:,0], into a diagonal matrix in numpy? to get:"
48,30058133,False,False,False,I would like to create a matrix using a list whose elements would be the elements of the matrix under the diagonal. the matrix I would like to have is I thought you could do this with np.tril but it gives a result I do not expect.
49,43530744,False,False,False,"Sum of absolute off-diagonal differences in numpy matrix. Is there a way to do it vectorised in numpy, avoiding brute force loops like this?"
50,70195055,False,False,False,"Computing diagonal sums in numpy. I have a fairly large rectangular numpy array, of shape (m, n), for example: I have to compute the sum of each anti-diagonal of the array."
51,45811774,True,True,False,"Assume we have a matrix, looking like this: What I want to do is to replace the entries 22, 33 and 44 with something different that I calculated before. First, I cannot modify snipB in any way."
52,35746806,False,False,False,How to get indices of non-diagonal elements of a numpy array?. How to get indices of non-diagonal elements of a numpy array?
53,46736258,False,False,False,"Deleting diagonal elements of a numpy array. Given input Need output : It is easy to use iteration or loop to do this, but there should be a neat way to do this without using loops."
54,47314754,False,False,False,How to get triangle upper matrix without the diagonal using numpy. Lets say I have the following matrix: How can I extract the upper triangle matrix without the diagonal efficiently?
55,21030668,False,False,False,Why do numpy cov diagonal elements and var functions have different values?. Why is this the behavior?
56,20164685,True,True,False,"let's say I have this: (numpy array) to get [1,1] which is 5 its diagonal is zero; according to numpy, a.diagonal(0)= [0,5,10]. My original problem is an 8 by 8 (0:7).."
57,42154606,False,False,False,"python numpy: how to construct a big diagonal array(matrix) from two small array. I would like to make C directly from A and B, are there any simply ways to construct a diagonal array C?"
58,41791430,False,False,False,"SymPy : creating a numpy function from diagonal matrix that takes a numpy array. Building on an example I've found here, I am trying to create a function from a diagonal matrix that was created using sumpy.diag Where this was created using this routine for example: now I will like to create a function, using lambdify of ufuncify, that takes a numpy.array or length 3 (like np.array([0.1,0.2,0.3]))as an input, and gives the output as a matrix according to myM Eventually I need to create a Jacobian matrix symbolically using this method:"
59,30487383,False,False,False,"I need to make a n*n matrix m whose elements follow m(i,i+1)=sqrt(i) and 0 otherwise. I know I can do that with a loop or with list comprehension, but are there other ways?"
60,4445109,False,False,False,"Upper diagonal of a 2D numpy array. This seems simple (and is trivial to write a three-line loop for), but how can I use numpy slicing make a list of the index locations of the upper diagonal of a numpy array?"
61,61198658,False,False,False,"How to flip numpy array along the diagonal efficiently?. Lets say that i have the following array (note that there is a 1 in the [2,0] position and a 2 in the [3,4] position): and I want to flip it along the diagonal efficiently such that: This does not work with fliplr or rot90 or flipud."
