,Unnamed: 0,id,Unnamed: 2,result,HAS_API,DISCUSSES_API,Unnamed: 6,Unnamed: 7,LSA_summary,discusses_api_result,lexrank_summary
10,11,43172970,https://stackoverflow.com/questions/43172970,False,False,False,,,"Python pandas groupby aggregate on multiple columns, then pivot In Python, I have a pandas DataFrame similar to the following: Where shop1, shop2 and shop3 are the costs of every item in different shops. Now, I need to  return a DataFrame, after some data cleaning, like this one: where size is the number of items in each Category and sum, mean and std are related to the same functions applied to the 3 shops.",False,"Python pandas groupby aggregate on multiple columns, then pivot. In Python, I have a pandas DataFrame similar to the following: Where shop1, shop2 and shop3 are the costs of every item in different shops."
11,12,43756052,https://stackoverflow.com/questions/43756052,False,False,False,,,transform pandas pivot table to regular dataframe How can I convert a pandas pivot table to a regular dataframe ? For example: to a regular datetime such as this:,False,transform pandas pivot table to regular dataframe. How can I convert a pandas pivot table to a regular dataframe ?
12,13,43821529,https://stackoverflow.com/questions/43821529,False,False,False,,,"Filter out nan rows in a specific column Given the dataframe df, I want to obtain a new dataframe df2 that does not contain nan in the column Col2. This is the expected result: df2 = I know that it's possible to use pandas.isnull and dropna, however how to specify only particular column to which filtering should be applied?",False,"Filter out nan rows in a specific column. Given the dataframe df, I want to obtain a new dataframe df2 that does not contain nan in the column Col2."
13,14,50607740,https://stackoverflow.com/questions/50607740,False,False,False,,,"Reverse a get_dummies encoding in pandas Column names are: ID,1,2,3,4,5,6,7,8,9. The col values are either 0 or 1 My dataframe looks like this: I want the column names in front of the ID where the value in a row is 1.",False,Reverse a get_dummies encoding in pandas. The col values are either 0 or 1 My dataframe looks like this: I want the column names in front of the ID where the value in a row is 1.
14,15,51174691,https://stackoverflow.com/questions/51174691,False,False,False,,,"How to increase image size of pandas.DataFrame.plot How can I modify the size of the output image of the function pandas.DataFrame.plot? I tried: plt.figure(figsize=(10, 5)) and %matplotlib notebook but none of them work.",False,How to increase image size of pandas.DataFrame.plot. How can I modify the size of the output image of the function pandas.DataFrame.plot?
15,16,55204418,https://stackoverflow.com/questions/55204418,False,False,False,,,"How to rename categories after using pandas.cut with IntervalIndex? Example: The resulting categories will be: I am trying to change [(0, 1] < (2, 3] < (4, 5]] into something like 1, 2 ,3 or small, medium ,large.",False,"How to rename categories after using pandas.cut with IntervalIndex?. Example: The resulting categories will be: I am trying to change [(0, 1] < (2, 3] < (4, 5]] into something like 1, 2 ,3 or small, medium ,large."
16,2,20119414,https://stackoverflow.com/questions/20119414,False,True,True,,,So is it possible to do so using pandas? Now this will get a pivot table with sum: And this for mean: How can I get sum for D and mean for E?,False,"Was trying to generate a pivot table with multiple ""values"" columns. Now this will get a pivot table with sum: And this for mean: How can I get sum for D and mean for E?"
17,17,12860421,https://stackoverflow.com/questions/12860421,True,True,True,,,How to aggregate unique count with pandas pivot_table This code: returns the following error: How do I get a Pivot Table with counts of unique values of one DataFrame column for two other columns? Should I be using np.bincount()?,True,How to aggregate unique count with pandas pivot_table. Should I be using np.bincount()?
18,18,16860172,https://stackoverflow.com/questions/16860172,True,True,True,,,python pandas: pivot_table silently drops indices with nans Is there an option not to drop the indices with NaN in them? I think silently dropping these rows from the pivot will at some point cause someone serious pain.,False,python pandas: pivot_table silently drops indices with nans. Is there an option not to drop the indices with NaN in them?
19,19,33290374,https://stackoverflow.com/questions/33290374,True,True,False,,,pandas pivot_table column names For a dataframe like this: to which I apply pivot_table to get df2: is there an easy way to format resulting dataframe column names like If I do: I get: How to get rid of the extra level? thanks!,True,pandas pivot_table column names. For a dataframe like this: to which I apply pivot_table to get df2: is there an easy way to format resulting dataframe column names like If I do: I get: How to get rid of the extra level?
20,20,22412033,https://stackoverflow.com/questions/22412033,True,True,True,,,"python pandas pivot_table count frequency in one column I am still new to Python pandas' pivot_table and would like to ask a way to count frequencies of values in one column, which is also linked to another column of ID. For the output, I'd like to get something like the following: So far, I tried this code: This code gives me the two same things.",False,"I am still new to Python pandas' pivot_table and would like to ask a way to count frequencies of values in one column, which is also linked to another column of ID. For the output, I'd like to get something like the following: So far, I tried this code: This code gives me the two same things."
21,21,23814605,https://stackoverflow.com/questions/23814605,True,True,True,,,"pandas pivot_table multiple aggfunc When I create a pivot table on a dataframe I have, passing aggfunc='mean' works as expected, aggfunc='count' works as expected, however aggfunc=['mean', 'count'] results in: AttributeError: 'str' object has no attribute '__name__ This format seemed to work previously: Multiple AggFun in Pandas How do I create a pivot table with multiple functions?",True,"pandas pivot_table multiple aggfunc. When I create a pivot table on a dataframe I have, passing aggfunc='mean' works as expected, aggfunc='count' works as expected, however aggfunc=['mean', 'count'] results in: AttributeError: 'str' object has no attribute '__name__ This format seemed to work previously: Multiple AggFun in Pandas How do I create a pivot table with multiple functions?"
22,22,34702815,https://stackoverflow.com/questions/34702815,True,True,True,,,Difference between groupby and pivot_table for pandas dataframes I just started learning Pandas and was wondering if there is any difference between groupby and pivot_table functions. Can anyone help me understand the difference between them?,False,Difference between groupby and pivot_table for pandas dataframes. I just started learning Pandas and was wondering if there is any difference between groupby and pivot_table functions.
23,23,41474284,https://stackoverflow.com/questions/41474284,True,True,False,,,"How to convert a matrix into column array with PANDAS / Python I need to convert a matriz (below) into a 3 column list. I currently have a DataFrame as this: and I need to get a results as this: I've been trying to use pandas.pivot_table function, but I can't get the result needed.",False,How to convert a matrix into column array with PANDAS / Python. I need to convert a matriz (below) into a 3 column list.
24,24,46859400,https://stackoverflow.com/questions/46859400,True,True,True,,,"pandas pivot changes dtype After create a new dataframe with pandas pivot_table, the dtype changes from int32 to float Original dataframe output: output: Whe I use pivot_table output: output: Why 0 column become float? How to avoid this?",True,"pandas pivot changes dtype. After create a new dataframe with pandas pivot_table, the dtype changes from int32 to float Original dataframe output: output: Whe I use pivot_table output: output: Why 0 column become float?"
25,25,64503929,https://stackoverflow.com/questions/64503929,True,True,False,,,"Convert X and Y arrays into a frequencies grid I would like to convert two arrays (x and y) into a frequency n x n matrix (n = 5), indicating each cell the number of point that contains. This is the objetive matrix, saved as a df:",True,"I would like to convert two arrays (x and y) into a frequency n x n matrix (n = 5), indicating each cell the number of point that contains. I have tried using pandas pivot_table but don't know the way of referencing to each axis coordinate."
26,26,76891209,https://stackoverflow.com/questions/76891209,,True,False,,,,False,How do I create a new dataframe based on row values of multiple columns in python?. I have multiple columns that contained only 0s or 1s.
27,27,76275425,https://stackoverflow.com/questions/76275425,,True,False,,,,True,"I can achieve 2 out of these 3 things using pandas.pivot_table and sns.heatmap, but cannot seem to include the uncertainty on each table element as part of the annotation. Is there any way these can be displayed on the table, as ""E""[i]+/-""D""[i]?"
28,28,73555758,https://stackoverflow.com/questions/73555758,,True,True,,,,False,"pandas aggregate multiple columns during pivot_table. Have a dataframe like this: I want to get bellow result (each date and each type should have single row, and get the min of s1 column, get max of s2 column) I tried to use pivot_table But this would only get bellow result, which leads to multiple columns and not the final result."
29,29,71775175,https://stackoverflow.com/questions/71775175,,True,False,,,,False,Convert Pandas pivot_table function into Polars pivot Function. I can't seem to get the same behavior with the Polars pivot function.
30,30,70865175,https://stackoverflow.com/questions/70865175,,True,True,,,,True,"pandas pivot_table : NoneType object is not callable. after execute : df =pd.pivot_table(data_frame, values='volume', index=['marque'], columns=['canaux_vn_argus','annee'], aggfunc=np.sum, fill_value=0) I have this Exception: 'NoneType' object is not callable I use:"
31,31,69108694,https://stackoverflow.com/questions/69108694,,True,False,,,,False,"Good Evening. I am trying to reshape a dataframe like this: df For this: df_result I tried with: But return : Index contains duplicate entries, cannot reshape."
32,32,69008275,https://stackoverflow.com/questions/69008275,,True,True,,,,False,but keep id name there. How can I remove date but keep the id in the first column ?
33,33,66972016,https://stackoverflow.com/questions/66972016,,True,True,,,,True,how to repeat row labels in pandas pivot table function and export it as excel. I've a sample pivoted data using pandas pivot_table() How could I repeat my row labels in the pivot data which looks like below and export it as excel?
34,34,64976121,https://stackoverflow.com/questions/64976121,,True,True,,,,True,Can I use pandas' pivot_table to aggregate over a column with missing values?. Can I use pandas pivot_table to aggregate over a column with missing values and have those missing values included as separate category?
35,35,63239708,https://stackoverflow.com/questions/63239708,,True,False,,,,False,but above attempt is not working because I want to have plotting data for each dealer's market purchase price on different protein_type with different threshold along the daily time series. my attempt for making plot: here is my attempt for making plot: desired output: I want either line chart or scatter plot where x-axis shows monthly time series while y-axis shows price of each different protein_type on different threshold value for each different dealer along monthly time series.
36,36,62841492,https://stackoverflow.com/questions/62841492,,True,True,,,,True,Is there a way to keep nan values present when using pivot table in Pandas?. I've run into an issue with pandas pivot_table function and how it deals with NaN values.
37,37,61630255,https://stackoverflow.com/questions/61630255,,True,False,,,,False,Resetting index to flat after pivot_table in pandas. I have the following dataframe df Which I converted to wide format using This  leaves me with a double column I want to make the column look like this and rename the columns: However when I use reset_index it just adds another index column and does not remove the multi_index.
38,38,61620499,https://stackoverflow.com/questions/61620499,,True,True,,,,True,"pandas pivot_table's margins is only aggregating vertically. How come no row wise totals are calculated as well, just like in this documentation's example?"
39,39,60688662,https://stackoverflow.com/questions/60688662,,True,True,,,,True,IndexError using pandas pivot_table method. System: WIN10 IDE: ANACONDA/Jupyter Lab Language: Python version 3.7.3 Library: pandas version 1.0.1 Data source: https://grouplens.org/datasets/movielens/ Dataset: movies.csv; ratings.cvs (ml-25m.zip) I am having an issue for some reason when trying to write a pivot table.
40,40,59868363,https://stackoverflow.com/questions/59868363,,True,True,,,,True,"Python pandas pivot_table multiple time indices. I have the following dataframe: I want to pivot using both the year and month as indices, which I can do as: However, since that gives me two columns named T, I am unable to set margins = True (throws the error: The name T occurs multiple times, use a level number)."
41,41,59811530,https://stackoverflow.com/questions/59811530,,True,True,,,,False,"losing values ​after pivot_table pandas. I have the following dataframe: when trying to pivot the table, the values ​​are changed from int to float and the result value does not match the one realized: seller column received an impossible value (6.25), since in the first dataframe there are only integer values."
42,42,59011236,https://stackoverflow.com/questions/59011236,,True,True,,,,False,I am new to Python. I will try my best to provide enough details.
43,43,56667958,https://stackoverflow.com/questions/56667958,,True,True,,,,True,"Using pandas pivot_table with Interval columns results in TypeError. In the dataframe above, I want to do this pivot table operation using pandas but I get the error: Both col_a and col_b are of type int32, and cat1 and cat2 are of type categorical."
44,44,56359196,https://stackoverflow.com/questions/56359196,,True,True,,,,True,"Why are total only calculated in one dimension wiht margins=True in pandas.pivot_table?. Examples for pandas.pivot_table show totals being calculated for rows and columns, but for me totals are only calculated for rows."
45,45,55359807,https://stackoverflow.com/questions/55359807,,True,False,,,,False,"I want to save a pandas pivot table for human reading, but DataFrame.to_csv doesn't include the DataFrame.columns.name. But when exporting as a csv we lose the columns name: How can I get some kind of human-readable output format which contains the whole of the pivot table, including the .columns.name (""B"")?"
46,46,54317109,https://stackoverflow.com/questions/54317109,,True,True,,,,True,"Making my column to a row, but the first column controls the rows length. i tried pandas pivot_table to reshape the column."
47,47,52870521,https://stackoverflow.com/questions/52870521,,True,True,,,,False,There has to be a distinct name for each column in order to have aggregations by several lambda functions. I tried a few ideas I found online but none worked.
48,48,52230219,https://stackoverflow.com/questions/52230219,,True,False,,,,False,"I am trying to pivot following type of sample data in Pandas dataframe in Python. But when I use set_index() and unstack(), I get following error: AttributeError: 'NoneType' object has no attribute 'unstack' Sample Data: Desired Output: This works: This doesn't work: I also used pdDF[pdDF.isnull().any(axis=1)] to make sure I don't have any NULL data in answers column."
