,Unnamed: 0,Unnamed: 1,id,HAS_API,DISCUSSES_API,discusses_api_result,lexrank_summary
41,39,https://stackoverflow.com/questions/31620667,31620667,True,True,True,Why is `pandas.read_csv` not the reciprocal of `pandas.DataFrame.to_csv`?. It seems strange to me that pandas.read_csv is not a direct reciprocal function to df.to_csv.
42,41,https://stackoverflow.com/questions/13824840,13824840,True,True,True,Escaped quotes in pandas read_csv. I am unable to create a dataframe which has escaped quotes when using read_csv.
43,42,https://stackoverflow.com/questions/13719946,13719946,True,True,False,(The data file is [1]) It treats the extra delimiter as if there's an extra column. So there's one more column than what headers require.
44,43,https://stackoverflow.com/questions/20689288,20689288,True,True,False,"There are some columns however that in a particular data sample have ALL cells as ""Unknown"" and these get typed as object. My code to load the CSV is as follows: The output from print self.csvbear.dtypes As you can see, the Tertiary Payment Date col should be a datetime64 dtype, but it's simply a object, and the actual content of it is just NaN (put there from the read_csv function for string 'Unknown')."
45,44,https://stackoverflow.com/questions/49532873,49532873,True,True,True,What is the difference between `sep` and `delimiter` attributes in pandas.read_csv() method?. What is the difference between sep and delimiter attributes in pandas.read_csv() method?
46,45,https://stackoverflow.com/questions/38114654,38114654,True,True,True,pandas read_csv column dtype is set to decimal but converts to string. I am using pandas (v0.18.1) to import the following data from a file called 'test.csv': I have set the dtype to 'decimal.Decimal' for columns 'c' and 'd' but instead they return as type 'str'.
47,46,https://stackoverflow.com/questions/41681250,41681250,True,True,False,Is there a difference between read_table and read_csv in pandas?. I've tested it and also checked the documentation with no visible differences.Either way i wanted to ask just in case.
48,47,https://stackoverflow.com/questions/52774459,52774459,True,True,False,"In the document for pd.read_csv() method in pandas in python while describing the ""sep"" parameter there is a mention of engines such as C engine and Python engine. What is the role of each engine?"
49,48,https://stackoverflow.com/questions/69513799,69513799,True,True,True,"pandas read_csv: The error_bad_lines argument has been deprecated and will be removed in a future version. I am trying to read some data which may sometimes have erroneous and bad rows, so as always I passed error_bad_lines=False but the console keeps throwing the deprecation warning on every run."
50,50,https://stackoverflow.com/questions/24249690,24249690,True,True,True,"What do low_memory and memory_map flags do in pd.read_csv. the function signature for pandas.read_csv gives, among others, the following options: I couldn't find any documentation for either low_memoryor memory_map flags."
51,51,https://stackoverflow.com/questions/12101113,12101113,True,True,False,"Prevent pandas from automatically inferring type in read_csv. I have a #-separated file with three columns: the first is integer, the second looks like a float, but isn't, and the third is a string."
52,52,https://stackoverflow.com/questions/32737137,32737137,True,True,True,Old pre-0.17 pandas.read_csv behavior of `header=True` for inferring header row?. How did old pre-0.17 versions of pandas read_csv() interpret passing a boolean header=True/False for inferring the header row?
53,53,https://stackoverflow.com/questions/45652772,45652772,True,True,True,Pandas read csv is shifting columns. It seems like a problem with pandas read_csv() method.
54,54,https://stackoverflow.com/questions/44697714,44697714,True,True,False,"The documentation for the argument in this post's title says: float_precision : string, default None Specifies which converter the C engine should use for floating-point values. But even assuming I manage to find it, my experience with this sort of algorithm is that their implementations are so highly optimized, and at such a low level, that without some high-level description it is really difficult, at least for me, to follow what's going on."
